,symbol,category,strike,ask,bid,due_date,ativo_alvo,volume,type,close,Dif.Book,p.strike,tmoney,Max_dif_book,VI_bid,VI_ask,days_to_maturity,delta_bid,delta_ask,in/on
0,IVVBO270,PUT,270,1.44,0.59,2024-03-15,IVVB11,0.0,PUT,278.47,0.85,3.041620282256626,ATM,2.7847000000000004,14.880371397955194,20.476606188097914,12,-5.105137946159132,-1.2471237391555423,ITM
1,IVVBP265,PUT,265,1.91,0.71,2024-04-19,IVVB11,0.0,PUT,278.47,1.2,4.837145832585207,ATM,2.7847000000000004,13.74409495814203,18.88679624386841,37,-0.4075279486799199,-0.014301405819672208,ITM
2,IVVBP275,PUT,275,3.61,2.29,2024-04-19,IVVB11,0.0,PUT,278.47,1.3199999999999998,1.2460947319280449,ATM,2.7847000000000004,12.77670470072126,16.386822512295904,37,-0.7067555060332742,-0.08328139333754203,ITM
3,IVVBD295,CALL,295,1.14,0.03,2024-04-19,IVVB11,0.0,CALL,278.47,1.1099999999999999,5.936007469386279,ATM,2.7847000000000004,4.980174613637865,11.350214211076777,37,82.44827163217028,98.48105738597992,OTM
4,BLAUO120,PUT,12.0,0.07,0.01,2024-03-15,BLAU3,0.0,PUT,12.49,0.060000000000000005,3.9231385108086485,ATM,0.12490000000000001,13.61969862331499,24.238759885610325,12,-6.663906842440692,-0.3986101075864057,ITM
5,ROMIC135,CALL,13.5,0.05,0.01,2024-03-15,ROMI3,0.0,CALL,12.79,0.04,5.551211884284604,ATM,0.12789999999999999,14.166583088144296,21.84578804585219,12,93.69863899651139,99.11865021697504,OTM
6,TASAC145,CALL,14.5,0.14,0.01,2024-03-15,TASA4,0.0,CALL,14.23,0.13,1.8973998594518593,ATM,0.1423,5.293133424614862,17.89571630911443,12,71.42668053864884,97.43607275201359,OTM
7,LEVEO348,PUT,34.88,0.3,0.05,2024-03-15,LEVE3,0.0,PUT,36.11,0.25,3.4062586541124253,ATM,0.3611,14.135449198268898,26.648812355311875,12,-5.994018717224403,-0.17812679390287744,ITM
8,LEVED371,CALL,37.13,0.65,0.3,2024-04-19,LEVE3,0.0,CALL,36.11,0.35000000000000003,2.824702298532271,ATM,0.3611,8.609253189672607,15.130799489724161,37,95.01182755904186,99.81158873955796,OTM
9,ALUPO285,PUT,28.5,0.12,0.04,2024-03-15,ALUP11,0.0,PUT,29.76,0.07999999999999999,4.23387096774194,ATM,0.29760000000000003,16.226179178351448,22.4337159450197,12,-3.7199484887589507,-0.6992461500327396,ITM
10,ALUPO290,PUT,29.0,0.27,0.02,2024-03-15,ALUP11,0.0,PUT,29.76,0.25,2.55376344086022,ATM,0.29760000000000003,9.789257942816853,24.45024105648907,12,-13.946781437839162,-0.37521774484051695,ITM
11,ALUPO295,PUT,29.5,0.45,0.16,2024-03-15,ALUP11,0.0,PUT,29.76,0.29000000000000004,0.8736559139784997,ATM,0.29760000000000003,12.722903596430601,24.769934172658083,12,-8.176866671290984,-0.3412794907264871,ITM
12,ALUPP280,PUT,28.0,0.21,0.01,2024-04-19,ALUP11,0.0,PUT,29.76,0.19999999999999998,5.913978494623661,ATM,0.29760000000000003,10.206850882837031,21.152336037734397,37,-2.411531678590617,-0.002431512009271053,ITM
13,ALUPP285,PUT,28.5,0.32,0.11,2024-04-19,ALUP11,0.0,PUT,29.76,0.21000000000000002,4.23387096774194,ATM,0.29760000000000003,14.27828863266668,21.342811508047472,37,-0.30118410189163836,-0.0020985054767885813,ITM
14,ALUPP290,PUT,29.0,0.48,0.26,2024-04-19,ALUP11,0.0,PUT,29.76,0.21999999999999997,2.55376344086022,ATM,0.29760000000000003,16.03130991330889,21.911664470219907,37,-0.10408454909266451,-0.0013165223025746187,ITM
15,ALUPP295,PUT,29.5,0.69,0.46,2024-04-19,ALUP11,0.0,PUT,29.76,0.22999999999999993,0.8736559139784997,ATM,0.29760000000000003,17.269318224571677,22.68596014278969,37,-0.04624399421925274,-0.0006828940374736803,ITM
16,ALUPP297,PUT,29.75,0.81,0.57,2024-04-19,ALUP11,0.0,PUT,29.76,0.2400000000000001,0.03360215053763966,ATM,0.29760000000000003,17.604566134442784,23.05719160707695,37,-0.03686228756824006,-0.0004948486622802228,ITM
17,ALUPD315,CALL,31.5,0.37,0.15,2024-04-19,ALUP11,0.0,CALL,29.76,0.22,5.846774193548381,ATM,0.29760000000000003,12.115484170019416,18.19852838006274,37,98.96252517913399,99.97500949986113,OTM
18,AGROO230,PUT,23.0,0.12,0.01,2024-03-15,AGRO3,0.0,PUT,23.96,0.11,4.0066777963272155,ATM,0.2396,12.109243397232646,23.489458234335785,12,-9.0329463379218,-0.5056627418568715,ITM
19,AGROC245,CALL,24.5,0.17,0.01,2024-03-15,AGRO3,0.0,CALL,23.96,0.16,2.253756260434053,ATM,0.2396,5.449674455836782,15.95576808801229,12,71.91680401775766,95.8722908433965,OTM
20,SAPRC280,CALL,27.48,0.2,0.04,2024-03-15,SAPR11,0.0,CALL,26.22,0.16,4.805491990846688,ATM,0.2622,14.758197249074707,25.709684119816146,12,94.49051044380927,99.74269668046293,OTM
21,SAPRP252,PUT,25.23,0.3,0.1,2024-04-19,SAPR11,0.0,PUT,26.22,0.19999999999999998,3.775743707093816,ATM,0.2622,13.622199020105672,20.95531887371318,37,-0.43913103915930174,-0.0028894804694701293,ITM
22,SAPRP257,PUT,25.73,0.48,0.27,2024-04-19,SAPR11,0.0,PUT,26.22,0.20999999999999996,1.8688024408848147,ATM,0.2622,15.808603112572817,21.84455494558383,37,-0.12042913542346101,-0.0013984414216405838,ITM
23,ELETO459,PUT,46.0,0.41,0.22,2024-03-15,ELET6,0.0,PUT,48.19,0.18999999999999997,4.544511309400287,ATM,0.4819,24.450067313013964,31.176863840828013,12,-0.370933120564676,-0.03256508482697429,ITM
24,ELETO461,PUT,46.25,0.46,0.27,2024-03-15,ELET6,0.0,PUT,48.19,0.19,4.02573147956007,ATM,0.4819,24.586948771310414,30.834556506047008,12,-0.355856942142585,-0.0374168347600512,ITM
25,ELETO464,PUT,46.5,0.52,0.32,2024-03-15,ELET6,0.0,PUT,48.19,0.2,3.5069516497198543,ATM,0.4819,24.471612205947434,30.6335524840225,12,-0.3705814732291368,-0.040619810766873155,ITM
26,ELETO466,PUT,46.75,0.58,0.38,2024-03-15,ELET6,0.0,PUT,48.19,0.19999999999999996,2.9881718198796383,ATM,0.4819,24.446626545091252,30.26286228165728,12,-0.3747213213472933,-0.047090890364032134,ITM
27,ELETO47,PUT,47.0,0.65,0.45,2024-03-15,ELET6,0.0,PUT,48.19,0.2,2.469391990039423,ATM,0.4819,24.47938070950837,30.003185135900623,12,-0.37186346150193117,-0.05222584402240216,ITM
28,ELETO471,PUT,47.25,0.73,0.52,2024-03-15,ELET6,0.0,PUT,48.19,0.20999999999999996,1.9506121601992068,ATM,0.4819,24.278510278511828,29.832357092945816,12,-0.3980351541366889,-0.05593715149894152,ITM
29,ELETO475,PUT,47.5,0.82,0.61,2024-03-15,ELET6,0.0,PUT,48.19,0.20999999999999996,1.4318323303589908,ATM,0.4819,24.381470917913983,29.733831532435502,12,-0.38614050686431867,-0.058257808257999866,ITM
30,ELETO476,PUT,47.75,0.91,0.7,2024-03-15,ELET6,0.0,PUT,48.19,0.21000000000000008,0.9130525005187752,ATM,0.4819,24.246211965068856,29.449567362848462,12,-0.40457857876680103,-0.06511506624519159,ITM
31,ELETO480,PUT,48.0,1.01,0.8,2024-03-15,ELET6,0.0,PUT,48.19,0.20999999999999996,0.3942726706785593,ATM,0.4819,24.13061613927282,29.22707686763198,12,-0.4211406688651609,-0.07103925527013333,ITM
32,ELETC50,CALL,50.0,0.64,0.43,2024-03-15,ELET6,0.0,CALL,48.19,0.21000000000000002,3.755965968043167,ATM,0.4819,23.967329248438446,29.674389480789078,12,99.54599621747114,99.93872433127771,OTM
33,ELETC51,CALL,51.0,0.39,0.19,2024-03-15,ELET6,0.0,CALL,48.19,0.2,5.831085287404031,ATM,0.4819,22.68333544466336,29.67864025083175,12,99.31414476171567,99.9381657954414,OTM
34,ELETP47,PUT,47.76,1.54,1.38,2024-04-19,ELET6,0.0,PUT,48.19,0.16000000000000014,0.8923013073251708,ATM,0.4819,26.487892731365452,28.755671213666744,37,-1.9141835883029756e-05,-1.7781016437012909e-06,ITM
35,ELETP479,PUT,48.01,1.64,1.47,2024-04-19,ELET6,0.0,PUT,48.19,0.16999999999999993,0.3735214774849548,ATM,0.4819,26.264928041623293,28.643142841722902,37,-2.4006869736581393e-05,-2.0147112200774586e-06,ITM
36,ELETP481,PUT,48.26,1.75,1.57,2024-04-19,ELET6,0.0,PUT,48.19,0.17999999999999994,0.14525835235526102,ATM,0.4819,26.116639885735292,28.607601236924175,37,-2.7906848176773025e-05,-2.099436791080933e-06,OTM
37,BRSRO150,PUT,15.0,0.16,0.05,2024-03-15,BRSR6,0.0,PUT,15.58,0.11,3.7227214377406934,ATM,0.1558,19.210355324125178,30.73396341920222,12,-1.7587002251259531,-0.038998637753384635,ITM
38,BRSRP150,PUT,15.0,0.27,0.13,2024-04-19,BRSR6,0.0,PUT,15.58,0.14,3.7227214377406934,ATM,0.1558,18.11803661473278,25.625796550386497,37,-0.025158738328590058,-4.435344225228732e-05,ITM
39,BRSRD165,CALL,16.5,0.16,0.1,2024-04-19,BRSR6,0.0,CALL,15.58,0.06,5.905006418485237,ATM,0.1558,13.463267203417455,16.644047835979876,37,99.4936971980797,99.92697274301207,OTM
40,IRBRO400,PUT,40.0,0.98,0.62,2024-03-15,IRBR3,500.0,PUT,39.81,0.36,0.4772670183370955,ATM,0.3981,18.236232808239706,28.630995403040306,12,-2.3301755751331643,-0.08920732882081728,OTM
41,KEPLC105,CALL,10.5,0.11,0.05,2024-03-15,KEPL3,0.0,CALL,10.08,0.06,4.166666666666666,ATM,0.1008,19.586503979176985,28.116359414240893,12,98.33631550518554,99.89005580040549,OTM
42,TAEEO342,PUT,33.68,0.14,0.01,2024-03-15,TAEE11,0.0,PUT,35.13,0.13,4.1275263307714285,ATM,0.35130000000000006,11.562295732741285,22.0038510264963,12,-10.020588933287232,-0.7960725207500352,ITM
43,TAEEO360,PUT,33.93,0.12,0.02,2024-03-15,TAEE11,0.0,PUT,35.13,0.09999999999999999,3.415883859948769,ATM,0.35130000000000006,11.481329227596355,18.65191873421254,12,-10.226937641634226,-2.0430065574864265,ITM
44,TAEEO353,PUT,34.18,0.17,0.03,2024-03-15,TAEE11,0.0,PUT,35.13,0.14,2.7042413891261106,ATM,0.35130000000000006,10.756967673239838,18.765277067579042,12,-11.74871302030006,-1.9917169471439844,ITM
45,TAEEO35,PUT,34.68,0.25,0.13,2024-03-15,TAEE11,0.0,PUT,35.13,0.12,1.2809564474807937,ATM,0.35130000000000006,11.961280300921437,16.677601959942294,12,-9.474752270758291,-3.4023908714722606,ITM
46,TAEEO349,PUT,34.93,0.43,0.21,2024-03-15,TAEE11,0.0,PUT,35.13,0.22,0.569313976658135,ATM,0.35130000000000006,12.223804507994194,19.8512860040903,12,-9.046856976525364,-1.506004593282173,ITM
47,TAEEO363,PUT,35.18,0.54,0.31,2024-03-15,TAEE11,0.0,PUT,35.13,0.23000000000000004,0.14232849416452364,ATM,0.35130000000000006,12.284558441581959,19.871441127985783,12,-8.98266868980927,-1.503908710558266,OTM
48,TAEEO359,PUT,35.43,0.53,0.49,2024-03-15,TAEE11,600.0,PUT,35.13,0.040000000000000036,0.8539709649871823,ATM,0.35130000000000006,14.116772164047006,15.429054209570708,12,-6.18722762321503,-4.623466967991908,OTM
49,TAEEC373,CALL,36.18,0.15,0.12,2024-03-15,TAEE11,0.0,CALL,35.13,0.03,2.9888983774551585,ATM,0.35130000000000006,13.410103924887887,14.729633606816828,12,92.7155513246521,94.51606405778493,OTM
50,TAEEO373,PUT,36.18,1.03,0.98,2024-03-15,TAEE11,600.0,PUT,35.13,0.050000000000000044,2.9888983774551585,ATM,0.35130000000000006,13.559333172567712,15.709452960472714,12,-7.0604777080350845,-4.390977512646899,OTM
51,TAEEC364,CALL,36.43,0.19,0.07,2024-03-15,TAEE11,0.0,CALL,35.13,0.12,3.700540848277817,ATM,0.35130000000000006,12.968127172448396,18.78869192840646,12,91.98392656247198,97.94469546688045,OTM
52,TAEEC372,CALL,36.68,0.12,0.02,2024-03-15,TAEE11,0.0,CALL,35.13,0.09999999999999999,4.412183319100476,ATM,0.35130000000000006,10.870080278710589,17.708198957503935,12,87.90154824102149,97.2718253218175,OTM
53,TAEEC375,CALL,36.93,0.15,0.05,2024-03-15,TAEE11,0.0,CALL,35.13,0.09999999999999999,5.123825789923134,ATM,0.35130000000000006,15.258450511477491,21.296594453215267,12,95.06751305567533,98.9667495940937,OTM
54,TAEEC383,CALL,37.18,0.13,0.04,2024-03-15,TAEE11,0.0,CALL,35.13,0.09,5.835468260745793,ATM,0.35130000000000006,16.05728278050778,22.225742441755028,12,95.883606482371,99.21202492310461,OTM
55,TAEEP344,PUT,33.24,0.16,0.09,2024-04-19,TAEE11,0.0,PUT,35.13,0.07,5.380017079419301,ATM,0.35130000000000006,14.629975114807053,17.326802523275223,37,-0.24331464868246888,-0.04335405791727753,ITM
56,TAEEP337,PUT,33.74,0.23,0.13,2024-04-19,TAEE11,0.0,PUT,35.13,0.1,3.9567321377739835,ATM,0.35130000000000006,13.803520466084715,16.875244105864905,37,-0.3961207418523571,-0.059365913710152096,ITM
57,TAEEP400,PUT,34.24,0.33,0.21,2024-04-19,TAEE11,0.0,PUT,35.13,0.12000000000000002,2.5334471961286664,ATM,0.35130000000000006,13.55010140481458,16.54042476487473,37,-0.4604797093232471,-0.07475869338008367,ITM
58,TAEEP359,PUT,34.74,0.47,0.34,2024-04-19,TAEE11,0.0,PUT,35.13,0.12999999999999995,1.1101622544833492,ATM,0.35130000000000006,13.599980858572746,16.3608323775115,37,-0.45149664831599656,-0.08477104185609097,ITM
59,TAEEP361,PUT,34.99,0.56,0.43,2024-04-19,TAEE11,0.0,PUT,35.13,0.13000000000000006,0.39851978366069046,ATM,0.35130000000000006,13.77255878278419,16.379685998714343,37,-0.4114124176841316,-0.08406082107282886,ITM
60,TAEEP352,PUT,35.24,0.66,0.53,2024-04-19,TAEE11,0.0,PUT,35.13,0.13,0.31312268716196817,ATM,0.35130000000000006,13.879594805087086,16.38401476235261,37,-0.38874050750922207,-0.08414857589038593,OTM
61,TAEED378,CALL,36.74,0.37,0.26,2024-04-19,TAEE11,0.0,CALL,35.13,0.10999999999999999,4.58297751209792,ATM,0.35130000000000006,11.788696200566118,14.166725051983262,37,98.78490113986244,99.66254474073808,OTM
62,TAEEQ352,PUT,34.08,0.49,0.15,2024-05-17,TAEE11,0.0,PUT,35.13,0.33999999999999997,2.9888983774551785,ATM,0.35130000000000006,11.545562789014168,18.790423015365846,56,-0.3152490119366136,-0.0004599486500667105,ITM
63,MDIAP390,PUT,39.0,1.0,0.66,2024-04-19,MDIA3,0.0,PUT,40.93,0.33999999999999997,4.715367700952846,ATM,0.4093,26.966968313030076,33.551549121775984,37,-1.1527642818087713e-05,-6.249312178852051e-09,ITM
64,SLCEC420,CALL,20.95,0.15,0.06,2024-03-15,SLCE3,0.0,CALL,19.81,0.09,5.754669358909645,ATM,0.1981,20.646127710951525,28.636522533153887,12,98.75014429799577,99.9084644638688,OTM
65,SLCEP193,PUT,19.3,0.6,0.41,2024-04-19,SLCE3,0.0,PUT,19.81,0.19,2.574457344775356,ATM,0.1981,25.37502982111672,32.296542448212946,37,-5.6951816573835856e-05,-2.987196046078111e-08,ITM
66,TRPLO240,PUT,24.08,0.12,0.01,2024-03-15,TRPL4,0.0,PUT,25.54,0.11,5.716523101018015,ATM,0.2554,15.698860842102391,28.472191700161343,12,-4.1669491451990055,-0.09137955255316133,ITM
67,TRPLO267,PUT,25.08,0.19,0.07,2024-03-15,TRPL4,0.0,PUT,25.54,0.12,1.8010963194988288,ATM,0.2554,12.23382518043089,19.213856494151518,12,-8.95332977044535,-1.7775930609370438,ITM
68,TRPLC263,CALL,26.33,0.14,0.01,2024-03-15,TRPL4,0.0,CALL,25.54,0.13,3.0931871574001533,ATM,0.2554,7.279985045614995,16.857641776978177,12,78.18651677734674,96.65611254342073,OTM
69,TRPLC268,CALL,26.83,0.15,0.01,2024-03-15,TRPL4,0.0,CALL,25.54,0.13999999999999999,5.0509005481597455,ATM,0.2554,11.377043013031871,23.78373155460091,12,88.9457383561136,99.51529783283296,OTM
70,EGIEO390,PUT,38.85,0.18,0.05,2024-03-15,EGIE3,0.0,PUT,41.32,0.13,5.977734753146174,ATM,0.4132,20.261957905754034,28.587846019989815,12,-1.3010003471604636,-0.08742427795830343,ITM
71,EGIEO395,PUT,39.35,0.1,0.06,2024-03-15,EGIE3,2000.0,PUT,41.32,0.04000000000000001,4.767666989351401,ATM,0.4132,17.962602825140895,20.588949587657478,12,-2.420736306921356,-1.1957132449411212,ITM
72,EGIEO400,PUT,39.85,0.29,0.11,2024-03-15,EGIE3,0.0,PUT,41.32,0.18,3.557599225556628,ATM,0.4132,17.58226599435169,25.246996519041836,12,-2.685177130178351,-0.28704838788985443,ITM
73,EGIEO405,PUT,40.35,0.39,0.16,2024-03-15,EGIE3,1200.0,PUT,41.32,0.23,2.347531461761856,ATM,0.4132,15.962075693184405,24.125853899113274,12,-4.0062335409054235,-0.4171351486220609,ITM
74,EGIEO407,PUT,40.6,0.46,0.2,2024-03-15,EGIE3,0.0,PUT,41.32,0.26,1.7424975798644697,ATM,0.4132,15.328895130334349,23.82931891754069,12,-4.65393729003779,-0.4601729071240568,ITM
75,EGIEO410,PUT,40.85,0.54,0.29,2024-03-15,EGIE3,0.0,PUT,41.32,0.25000000000000006,1.1374636979670834,ATM,0.4132,15.95627159808673,23.540519308939643,12,-4.042320473433136,-0.5059281103929614,ITM
76,EGIEC415,CALL,41.35,0.93,0.52,2024-03-15,EGIE3,0.0,CALL,41.32,0.41000000000000003,0.07260406582768911,ATM,0.4132,11.636633253960062,23.15887616181807,12,89.82218555245728,99.42603110310122,OTM
77,EGIEO415,PUT,41.35,0.74,0.42,2024-03-15,EGIE3,5400.0,PUT,41.32,0.32,0.07260406582768911,ATM,0.4132,14.20520051261651,23.184782846105485,12,-6.04019080229945,-0.5693663317149156,OTM
78,EGIEO416,PUT,41.6,0.86,0.53,2024-03-15,EGIE3,0.0,PUT,41.32,0.32999999999999996,0.6776379477250754,ATM,0.4132,13.907344138106707,23.082579364751787,12,-6.463895597478353,-0.5897168636144978,OTM
79,EGIEC420,CALL,41.85,0.47,0.43,2024-03-15,EGIE3,2100.0,CALL,41.32,0.03999999999999998,1.2826718296224617,ATM,0.4132,15.792214719141104,16.924293643052117,12,95.73680587279011,96.74514991719754,OTM
80,EGIEC422,CALL,42.1,0.51,0.26,2024-03-15,EGIE3,0.0,CALL,41.32,0.25,1.887705711519848,ATM,0.4132,13.480592362366442,20.859184894173808,12,92.8719038495369,98.84866723852473,OTM
81,EGIEC425,CALL,42.35,0.5,0.2,2024-03-15,EGIE3,0.0,CALL,41.32,0.3,2.4927395934172343,ATM,0.4132,13.849235295278826,23.171439447658678,12,93.37995139615776,99.42052241241318,OTM
82,EGIEC430,CALL,42.85,0.2,0.06,2024-03-15,EGIE3,0.0,CALL,41.32,0.14,3.7028073572120066,ATM,0.4132,11.792706660022455,17.928944454091916,12,89.87821221552767,97.43095196516651,OTM
83,EGIEC435,CALL,43.35,0.1,0.07,2024-03-15,EGIE3,300.0,CALL,41.32,0.03,4.9128751210067785,ATM,0.4132,15.452598646250124,17.128625353549488,12,95.28739942131354,96.83791429543909,OTM
84,EGIEP393,PUT,39.38,0.37,0.18,2024-04-19,EGIE3,0.0,PUT,41.32,0.19,4.695062923523712,ATM,0.4132,15.879614177603074,20.663411192477568,37,-0.11329150323706738,-0.0036385056052190556,ITM
85,EGIEP398,PUT,39.88,0.49,0.28,2024-04-19,EGIE3,0.0,PUT,41.32,0.20999999999999996,3.4849951597289395,ATM,0.4132,16.177707999469916,20.670558809440664,37,-0.09422431994974279,-0.0036419614673155465,ITM
86,EGIEP408,PUT,40.88,0.75,0.51,2024-04-19,EGIE3,0.0,PUT,41.32,0.24,1.0648596321393942,ATM,0.4132,15.489650071910749,19.675994493749172,37,-0.14782089007628896,-0.008054628908460426,ITM
87,EGIEP411,PUT,41.13,0.84,0.6,2024-04-19,EGIE3,0.0,PUT,41.32,0.24,0.459825750242008,ATM,0.4132,15.544422839782904,19.583204475233437,37,-0.1433321926083475,-0.008675998133533813,ITM
88,EGIEP413,PUT,41.38,0.94,0.69,2024-04-19,EGIE3,0.0,PUT,41.32,0.25,0.14520813165537821,ATM,0.4132,15.438669869820224,19.53237489155302,37,-0.15360676254635441,-0.00904841916795629,OTM
89,EGIEP416,PUT,41.63,1.05,0.8,2024-04-19,EGIE3,0.0,PUT,41.32,0.25,0.7502420135527644,ATM,0.4132,15.503683806042648,19.518586460697236,37,-0.148001900532857,-0.009173384152838526,OTM
90,EGIEP418,PUT,41.88,1.17,0.91,2024-04-19,EGIE3,0.0,PUT,41.32,0.2599999999999999,1.3552758954501507,ATM,0.4132,15.410128811705304,19.53936081069802,37,-0.15738722521005943,-0.009058026749342307,OTM
91,EGIED433,CALL,43.38,0.58,0.34,2024-04-19,EGIE3,0.0,CALL,41.32,0.23999999999999994,4.985479186834469,ATM,0.4132,13.237454254203005,17.586743665141196,37,99.42938753085673,99.96168075505132,OTM
92,SANBO279,PUT,27.62,0.07,0.05,2024-03-15,SANB11,0.0,PUT,29.19,0.020000000000000004,5.378554299417609,ATM,0.2919,20.38002695668851,22.277767417631818,12,-1.2634047638249712,-0.7279275150235298,ITM
93,SANBO284,PUT,28.12,0.16,0.07,2024-03-15,SANB11,0.0,PUT,29.19,0.09,3.6656389174374797,ATM,0.2919,17.332934972104002,23.14686319882762,12,-2.8554992268726376,-0.563869491587432,ITM
94,SANBO297,PUT,28.37,0.17,0.15,2024-03-15,SANB11,9200.0,PUT,29.19,0.020000000000000018,2.8091812264474143,ATM,0.2919,19.61246292535638,20.689448229273374,12,-1.5864638376010043,-1.1759357414308114,ITM
95,SANBO289,PUT,28.62,0.28,0.14,2024-03-15,SANB11,0.0,PUT,29.19,0.14,1.9527235354573493,ATM,0.2919,16.030979980776802,22.71592034960751,12,-3.951928798991644,-0.6503654708806428,ITM
96,SANBC299,CALL,29.62,0.38,0.23,2024-03-15,SANB11,0.0,CALL,29.19,0.15,1.473107228502911,ATM,0.2919,13.677725509408193,19.753466842850397,12,93.17902214710611,98.43457768211333,OTM
97,SANBC304,CALL,30.12,0.21,0.08,2024-03-15,SANB11,0.0,CALL,29.19,0.13,3.1860226104830414,ATM,0.2919,12.899409455674846,19.57472647039934,12,91.89738185636824,98.3401374190375,OTM
98,SANBC309,CALL,30.62,0.12,0.03,2024-03-15,SANB11,0.0,CALL,29.19,0.09,4.898937992463171,ATM,0.2919,13.56892671738296,20.36395088266461,12,92.86960207726094,98.65281333030156,OTM
99,SANBP282,PUT,27.91,0.31,0.21,2024-04-19,SANB11,0.0,PUT,29.19,0.1,4.385063377869137,ATM,0.2919,18.34861958192574,21.545659208222098,37,-0.021244503126915948,-0.0017721184918495503,ITM
100,SANBP287,PUT,28.41,0.44,0.32,2024-04-19,SANB11,0.0,PUT,29.19,0.12,2.6721479958890066,ATM,0.2919,18.136550772621042,21.386335420408837,37,-0.02497372692629174,-0.0020417152921892168,ITM
101,SANBP290,PUT,28.66,0.51,0.39,2024-04-19,SANB11,0.0,PUT,29.19,0.12,1.815690304898942,ATM,0.2919,18.049515817601296,21.101800522806254,37,-0.026696856794317103,-0.002591895512249476,ITM
102,SANBP292,PUT,28.91,0.59,0.54,2024-04-19,SANB11,0.0,PUT,29.19,0.04999999999999993,0.9592326139088768,ATM,0.2919,19.64636352901116,20.848998509689963,37,-0.008244464430651188,-0.0031978699160828405,ITM
103,SANBD307,CALL,30.41,0.48,0.44,2024-04-19,SANB11,0.0,CALL,29.19,0.03999999999999998,4.179513532031513,ATM,0.2919,16.518017692425193,17.46867466447663,37,99.92133480036104,99.95858444953822,OTM
104,SANBD312,CALL,30.91,0.34,0.3,2024-04-19,SANB11,0.0,CALL,29.19,0.040000000000000036,5.892428914011644,ATM,0.2919,16.62585503335528,17.690815867304106,37,99.92609185665674,99.96419720169725,OTM
105,SMTOP272,PUT,27.25,0.51,0.23,2024-04-19,SMTO3,0.0,PUT,28.61,0.28,4.753582663404402,ATM,0.2861,19.903418851026128,28.44394484624702,37,-0.006623300361152662,-2.4413313481908006e-06,ITM
106,RANIO900,PUT,9.0,0.12,0.05,2024-03-15,RANI3,0.0,PUT,9.42,0.06999999999999999,4.458598726114649,ATM,0.0942,25.53307603229876,37.18733159603378,12,-0.2594709125560368,-0.0024145145514076205,ITM
107,HYPEO325,PUT,32.08,0.41,0.21,2024-03-15,HYPE3,0.0,PUT,33.86,0.19999999999999998,5.256940342587127,ATM,0.3386,29.820633028329947,39.39187318392164,12,-0.05515486729846808,-0.0008352639890407687,ITM
108,HYPEO330,PUT,32.58,0.52,0.32,2024-03-15,HYPE3,0.0,PUT,33.86,0.2,3.780271707028946,ATM,0.3386,29.75928318721785,38.05418770024714,12,-0.05694362853878587,-0.0016098874500491966,ITM
109,HYPEO335,PUT,33.08,0.6,0.47,2024-03-15,HYPE3,0.0,PUT,33.86,0.13,2.303603071470765,ATM,0.3386,29.791428723879903,34.657979353525334,12,-0.05671209438624647,-0.0076766130596150894,ITM
110,HYPEC340,CALL,33.58,1.21,1.15,2024-03-15,HYPE3,800.0,CALL,33.86,0.06000000000000005,0.8269344359125845,ATM,0.3386,30.805973651732526,32.89666495673649,12,99.96148323919505,99.98354353197189,ITM
111,HYPEO340,PUT,33.58,0.76,0.7,2024-03-15,HYPE3,200.0,PUT,33.86,0.06000000000000005,0.8269344359125845,ATM,0.3386,31.134276910753485,33.22417396896985,12,-0.03381155880103348,-0.014340061619178002,ITM
112,HYPEC355,CALL,35.08,0.59,0.38,2024-03-15,HYPE3,0.0,CALL,33.86,0.20999999999999996,3.6030714707619578,ATM,0.3386,26.451512564585954,34.24659757515959,12,99.80172452466918,99.99052397134236,OTM
113,HYPEC360,CALL,35.58,0.44,0.23,2024-03-15,HYPE3,0.0,CALL,33.86,0.21,5.079740106320139,ATM,0.3386,25.32286865056303,34.15315222751092,12,99.70649825100595,99.99005796566979,OTM
114,HYPEP322,PUT,32.06,0.75,0.59,2024-04-19,HYPE3,0.0,PUT,33.86,0.16000000000000003,5.316007088009442,ATM,0.3386,29.419843929917413,33.24677740841682,37,-8.363888803764041e-07,-9.130152189840146e-09,ITM
115,HYPEP329,PUT,32.56,0.9,0.74,2024-04-19,HYPE3,0.0,PUT,33.86,0.16000000000000003,3.8393384524512615,ATM,0.3386,29.402123142263868,32.952534108742725,37,-8.598589840147497e-07,-1.3269763066148244e-08,ITM
116,HYPEP332,PUT,33.06,1.07,0.91,2024-04-19,HYPE3,0.0,PUT,33.86,0.16000000000000003,2.3626698168930806,ATM,0.3386,29.297045842530416,32.646216461073124,37,-9.73795288849999e-07,-1.951127037713718e-08,ITM
117,HYPEP339,PUT,33.56,1.27,1.08,2024-04-19,HYPE3,0.0,PUT,33.86,0.18999999999999995,0.8860011813349,ATM,0.3386,28.696074197463062,32.50905170326697,37,-1.89719024934476e-06,-2.3259683068488357e-08,ITM
118,CASHC860,CALL,8.6,0.08,0.02,2024-03-15,CASH3,0.0,CALL,8.14,0.06,5.65110565110564,ATM,0.08140000000000001,19.128764978101618,31.68823245267618,12,98.10175456087019,99.97200124328938,OTM
119,FLRYO157,PUT,15.38,0.15,0.05,2024-03-15,FLRY3,0.0,PUT,16.15,0.09999999999999999,4.767801857585126,ATM,0.16149999999999998,22.15784198498604,33.22292437507785,12,-0.7573815460380495,-0.014040113261937215,ITM
