,symbol,category,strike,ask,bid,due_date,ativo_alvo,volume,type,close,Dif.Book,p.strike,tmoney,Max_dif_book,VI_bid,VI_ask,days_to_maturity,delta_bid,delta_ask,in/on
233,SMALO105,PUT,105.0,1.07,0.94,2024-03-15,SMAL11,0.0,PUT,107.11,0.13000000000000012,1.9699374474838944,ATM,1.0711,21.699652468873172,23.311815029969356,12,-0.882310657018115,-0.5409492409138572,ITM
234,SMALO106,PUT,106.0,1.41,1.26,2024-03-15,SMAL11,0.0,PUT,107.11,0.1499999999999999,1.0363178041265984,ATM,1.0711,21.47600240824206,23.18523986835485,12,-0.947304682414396,-0.5657211799355855,ITM
235,SMALO107,PUT,107.0,1.83,1.65,2024-03-15,SMAL11,0.0,PUT,107.11,0.18000000000000016,0.10269816076930206,ATM,1.0711,21.219116313738688,23.17316894865859,12,-1.0263467559900263,-0.5708612820731207,ITM
236,SMALC110,CALL,110.0,1.0,0.86,2024-03-15,SMAL11,0.0,CALL,107.11,0.14,2.6981607693025866,ATM,1.0711,18.879838789571114,20.559057142284747,12,98.0050707815976,98.74037041564131,OTM
237,SMALC111,CALL,111.0,0.71,0.59,2024-03-15,SMAL11,0.0,CALL,107.11,0.12,3.631780412659883,ATM,1.0711,18.71209282933785,20.345607248223057,12,97.90359038663424,98.65532215607963,OTM
238,SMALC112,CALL,112.0,0.49,0.38,2024-03-15,SMAL11,0.0,CALL,107.11,0.10999999999999999,4.565400056017179,ATM,1.0711,18.389079164931164,20.179139045325723,12,97.7066927866026,98.5839214726874,OTM
239,SMALC113,CALL,113.0,0.32,0.23,2024-03-15,SMAL11,0.0,CALL,107.11,0.09,5.499019699374475,ATM,1.0711,18.023811738401623,19.88262790965716,12,97.46677581438699,98.45465487740168,OTM
240,SMALP103,PUT,103.0,1.61,1.48,2024-04-19,SMAL11,0.0,PUT,107.11,0.13000000000000012,3.8371767341984873,ATM,1.0711,23.075082150173937,24.063174025089246,37,-0.0004772645281536647,-0.00019534488914230153,ITM
241,SMALP104,PUT,104.0,1.88,1.75,2024-04-19,SMAL11,0.0,PUT,107.11,0.1299999999999999,2.9035570908411907,ATM,1.0711,22.90930917364846,23.837176801637778,37,-0.0005553696386662033,-0.00024157372231492502,ITM
242,SMALP105,PUT,105.0,2.19,2.04,2024-04-19,SMAL11,0.0,PUT,107.11,0.1499999999999999,1.9699374474838944,ATM,1.0711,22.638472908783765,23.654498129033257,37,-0.0007076294892160995,-0.00028671109333355815,ITM
243,SMALP106,PUT,106.0,2.54,2.38,2024-04-19,SMAL11,0.0,PUT,107.11,0.16000000000000014,1.0363178041265984,ATM,1.0711,22.45776524565624,23.496686210883784,37,-0.0008319501561548925,-0.00033233616452132964,ITM
244,SMALP107,PUT,107.0,2.92,2.75,2024-04-19,SMAL11,0.0,PUT,107.11,0.16999999999999993,0.10269816076930206,ATM,1.0711,22.21845209909136,23.28831886682038,37,-0.0010273047880038355,-0.0004026835711323784,ITM
245,SMALP111,PUT,111.0,4.86,4.8,2024-04-19,SMAL11,500.0,PUT,107.11,0.0600000000000005,3.631780412659883,ATM,1.0711,22.216637611005684,22.58908499195445,37,-0.0010489257804113805,-0.0007605608916771978,OTM
246,SMALD112,CALL,112.0,2.04,1.89,2024-04-19,SMAL11,0.0,CALL,107.11,0.15000000000000013,4.565400056017179,ATM,1.0711,19.198434734402756,20.167527849715206,37,99.98807889582223,99.99433615135771,OTM
247,SMALD113,CALL,113.0,1.71,1.56,2024-04-19,SMAL11,0.0,CALL,107.11,0.1499999999999999,5.499019699374475,ATM,1.0711,19.06679791161901,20.08334803205388,37,99.98678154521629,99.99392151574095,OTM
248,SBSPO790,PUT,79.0,2.1,1.45,2024-03-15,SBSP3,0.0,PUT,79.61,0.6500000000000001,0.7662353975631195,ATM,0.7961,27.91949758641397,37.52824361286755,12,-0.11502839152415234,-0.00209938732369519,ITM
249,SBSPP754,PUT,75.42,2.07,1.49,2024-04-19,SBSP3,0.0,PUT,79.61,0.5799999999999998,5.263157894736839,ATM,0.7961,30.3589286667393,36.13298630233105,37,-2.898605910850449e-07,-2.137512389310814e-10,ITM
250,SBSPP764,PUT,76.42,2.36,1.78,2024-04-19,SBSP3,0.0,PUT,79.61,0.5799999999999998,4.007034292174347,ATM,0.7961,30.201955961070205,35.65616388927045,37,-3.4916867175383004e-07,-4.0850656191082635e-10,ITM
251,SBSPP774,PUT,77.42,2.68,2.11,2024-04-19,SBSP3,0.0,PUT,79.61,0.5700000000000003,2.750910689611855,ATM,0.7961,30.060885359497153,35.17385059227951,37,-4.126915031932299e-07,-7.799316747991725e-10,ITM
252,SBSPP784,PUT,78.42,3.05,2.47,2024-04-19,SBSP3,0.0,PUT,79.61,0.5799999999999996,1.494787087049363,ATM,0.7961,29.83184913845352,34.844052919805414,37,-5.382379542062665e-07,-1.2102763236043756e-09,ITM
253,BRKMC200,CALL,20.0,1.43,1.36,2024-03-15,BRKM5,600.0,CALL,20.86,0.06999999999999984,4.122722914669221,ATM,0.2086,44.19327161119004,48.60544121190578,12,99.9999306286667,99.99999445105468,ITM
254,BRKMO200,PUT,20.0,0.6,0.4,2024-03-15,BRKM5,0.0,PUT,20.86,0.19999999999999996,4.122722914669221,ATM,0.2086,44.62965584328586,57.02368283101833,12,-5.457875656977862e-05,-2.3984636499108092e-08,ITM
255,BRKMC215,CALL,21.5,0.8,0.6,2024-03-15,BRKM5,0.0,CALL,20.86,0.20000000000000007,3.0680728667305877,ATM,0.2086,45.5095176408724,56.68122372943958,12,99.9999652922702,99.99999996843654,OTM
256,CYREO225,PUT,22.5,0.3,0.22,2024-03-15,CYRE3,0.0,PUT,23.61,0.07999999999999999,4.701397712833543,ATM,0.2361,33.02372363030551,38.10334439446208,12,-0.015273924941339168,-0.001564618651295202,ITM
257,CYREO230,PUT,23.0,0.45,0.34,2024-03-15,CYRE3,0.0,PUT,23.61,0.10999999999999999,2.583650995340955,ATM,0.2361,31.680901923405173,37.619500087408234,12,-0.026885558937450593,-0.0019914863709669106,ITM
258,CYREO235,PUT,23.5,0.64,0.53,2024-03-15,CYRE3,0.0,PUT,23.61,0.10999999999999999,0.46590427784836697,ATM,0.2361,31.34401861875395,36.77591486331483,12,-0.031152244930021666,-0.0029870597899828155,ITM
259,CYREC245,CALL,24.5,0.38,0.34,2024-03-15,CYRE3,700.0,CALL,23.61,0.03999999999999998,3.7695891571368088,ATM,0.2361,31.14575809058887,33.267200269268706,12,99.96551292465927,99.98557371126442,OTM
260,CYREC250,CALL,25.0,0.27,0.18,2024-03-15,CYRE3,0.0,CALL,23.61,0.09000000000000002,5.887335874629398,ATM,0.2361,29.127324866525466,34.76669229496106,12,99.92375283664629,99.99236150272004,OTM
261,CYREP224,PUT,22.42,0.7,0.61,2024-04-19,CYRE3,0.0,PUT,23.61,0.08999999999999997,5.040237187632349,ATM,0.2361,35.44568975608087,38.35229711259236,37,-5.377143175167021e-10,-9.725553695716371e-12,ITM
262,CYREP229,PUT,22.92,0.88,0.8,2024-04-19,CYRE3,0.0,PUT,23.61,0.07999999999999996,2.9224904701397616,ATM,0.2361,35.80288501750195,38.20094787989406,37,-3.3760771955826385e-10,-1.2212453270876722e-11,ITM
263,CYREP234,PUT,23.42,1.08,0.98,2024-04-19,CYRE3,0.0,PUT,23.61,0.10000000000000009,0.8047437526471737,ATM,0.2361,34.9721791588789,37.8281604682186,37,-1.0270784223109786e-09,-2.0972112935169207e-11,ITM
264,KLBNO215,PUT,21.21,0.1,0.05,2024-03-15,KLBN11,0.0,PUT,22.54,0.05,5.900621118012415,ATM,0.2254,23.262616193684067,28.51520393980217,12,-0.5367701181002604,-0.08984437502950193,ITM
265,KLBNO220,PUT,21.71,0.16,0.07,2024-03-15,KLBN11,0.0,PUT,22.54,0.09,3.682342502218271,ATM,0.2254,18.877134510134287,25.82386467771059,12,-1.9222771044151044,-0.23623850025651372,ITM
266,KLBNO225,PUT,22.21,0.28,0.19,2024-03-15,KLBN11,0.0,PUT,22.54,0.09000000000000002,1.4640638864241273,ATM,0.2254,19.155207031140645,24.232780710550394,12,-1.809374399180208,-0.4050688465839225,ITM
267,KLBNC230,CALL,22.71,0.35,0.33,2024-03-15,KLBN11,5000.0,CALL,22.54,0.019999999999999962,0.7542147293700164,ATM,0.2254,18.012033468721683,19.03183296813063,12,97.52769781070619,98.10541304976036,OTM
268,KLBNC232,CALL,22.96,0.3,0.2,2024-03-15,KLBN11,0.0,CALL,22.54,0.09999999999999998,1.8633540372670885,ATM,0.2254,16.577226971812266,21.898986586711803,12,96.44705645845578,99.14982719590822,OTM
269,KLBNC235,CALL,23.21,0.2,0.1,2024-03-15,KLBN11,0.0,CALL,22.54,0.1,2.9724933451641604,ATM,0.2254,14.924197079429282,21.020810642104678,12,94.74926956917793,98.89411557946475,OTM
270,KLBNC240,CALL,23.71,0.1,0.02,2024-03-15,KLBN11,0.0,CALL,22.54,0.08,5.190771960958304,ATM,0.2254,13.7648327071955,21.785708329434218,12,93.14664923395345,99.10455863877313,OTM
271,KLBNP216,PUT,21.45,0.26,0.18,2024-04-19,KLBN11,0.0,PUT,22.54,0.08000000000000002,4.835847382431233,ATM,0.2254,20.01429539822646,23.316360096457508,37,-0.006073601896028347,-0.00038285289046813276,ITM
272,KLBNP222,PUT,21.95,0.38,0.29,2024-04-19,KLBN11,0.0,PUT,22.54,0.09000000000000002,2.6175687666370893,ATM,0.2254,19.538326034634533,22.619005368454857,37,-0.008874302709172,-0.0007172303241098632,ITM
273,KLBND236,CALL,23.45,0.47,0.37,2024-04-19,KLBN11,0.0,CALL,22.54,0.09999999999999998,4.037267080745342,ATM,0.2254,17.113310811546164,20.13897799227268,37,99.9472074332486,99.99422340808961,OTM
274,YDUQO195,PUT,19.5,0.44,0.34,2024-03-15,YDUQ3,0.0,PUT,20.68,0.09999999999999998,5.705996131528045,ATM,0.2068,47.53543051357973,54.32411294077715,12,-1.036212780025636e-05,-1.4903764888885007e-07,ITM
275,YDUQO197,PUT,19.75,0.51,0.34,2024-03-15,YDUQ3,0.0,PUT,20.68,0.16999999999999998,4.497098646034814,ATM,0.2068,42.5396964512284,53.49629446423333,12,-0.00016840241946480816,-2.5893669430843147e-07,ITM
276,YDUQO200,PUT,20.0,0.6,0.42,2024-03-15,YDUQ3,0.0,PUT,20.68,0.18,3.2882011605415844,ATM,0.2068,42.40575013401227,53.35169040475638,12,-0.00018191791661958945,-2.864558146242757e-07,ITM
277,YDUQO202,PUT,20.25,0.69,0.52,2024-03-15,YDUQ3,0.0,PUT,20.68,0.16999999999999993,2.0793036750483544,ATM,0.2068,42.72863122226703,52.62582084134062,12,-0.00015438061027328587,-4.6166281908455176e-07,ITM
278,YDUQC210,CALL,21.0,0.76,0.71,2024-03-15,YDUQ3,2900.0,CALL,20.68,0.050000000000000044,1.547388781431336,ATM,0.2068,44.76633202093039,47.54694472016314,12,99.99994785968735,99.99998930500118,OTM
279,YDUQC217,CALL,21.75,0.54,0.36,2024-03-15,YDUQ3,0.0,CALL,20.68,0.18000000000000005,5.174081237911027,ATM,0.2068,40.26928612650183,51.12506647988315,12,99.99942960816344,99.99999875636819,OTM
280,YDUQP195,PUT,19.5,0.81,0.77,2024-04-19,YDUQ3,200.0,PUT,20.68,0.040000000000000036,5.705996131528045,ATM,0.2068,45.810570019403414,47.25261191973627,37,0.0,0.0,ITM
281,YDUQP197,PUT,19.75,0.95,0.83,2024-04-19,YDUQ3,0.0,PUT,20.68,0.12,4.497098646034814,ATM,0.2068,44.63836211922704,48.81835622359609,37,0.0,0.0,ITM
282,YDUQP20,PUT,20.0,1.05,0.93,2024-04-19,YDUQ3,0.0,PUT,20.68,0.12,3.2882011605415844,ATM,0.2068,44.66109767408158,48.72425960965997,37,0.0,0.0,ITM
283,YDUQP202,PUT,20.25,1.16,1.03,2024-04-19,YDUQ3,0.0,PUT,20.68,0.1299999999999999,2.0793036750483544,ATM,0.2068,44.450242320478836,48.75131262230358,37,0.0,0.0,ITM
284,MULTO250,PUT,24.84,0.14,0.09,2024-03-15,MULT3,0.0,PUT,26.11,0.05000000000000002,4.864036767522021,ATM,0.2611,23.212763661220823,26.98074299289509,12,-0.5485494211061703,-0.15723920462721308,ITM
285,MULTO255,PUT,25.34,0.22,0.17,2024-03-15,MULT3,0.0,PUT,26.11,0.04999999999999999,2.94906166219839,ATM,0.2611,22.25107376940758,25.08168476242511,12,-0.7444672872222169,-0.3043254660432315,ITM
286,MULTO260,PUT,25.84,0.38,0.32,2024-03-15,MULT3,0.0,PUT,26.11,0.06,1.034086556874759,ATM,0.2611,22.068024808444445,24.858830218042975,12,-0.7952464044463925,-0.3311542816466173,ITM
287,MULTC275,CALL,27.34,0.17,0.12,2024-03-15,MULT3,0.0,CALL,26.11,0.05000000000000002,4.710838759096133,ATM,0.2611,20.65076482073635,23.72321281510967,12,98.75888485051073,99.50679541823598,OTM
288,MULTP250,PUT,25.0,0.43,0.37,2024-04-19,MULT3,0.0,PUT,26.11,0.06,4.251244733818458,ATM,0.2611,24.29849357034997,26.17840872612748,37,-0.00015675502962331223,-2.563836185576207e-05,ITM
289,MULTP255,PUT,25.5,0.59,0.52,2024-04-19,MULT3,0.0,PUT,26.11,0.06999999999999995,2.3362696284948274,ATM,0.2611,24.199950100922923,26.15377579416196,37,-0.00017355230500504248,-2.6546650844228026e-05,ITM
290,BOVAC120,CALL,120.0,8.5,8.0,2024-03-15,BOVA11,115.0,CALL,127.43,0.5,5.830652122734055,ATM,1.2743,2.709685259170827,25.95059232248536,12,65.77423752552254,99.77654212105828,ITM
291,BOVAO120,PUT,120.0,0.11,0.1,2024-03-15,BOVA11,69226.0,PUT,127.43,0.009999999999999995,5.830652122734055,ATM,1.2743,18.139374161375194,18.49510401209832,12,-2.2983385659224087,-2.0966035893200674,ITM
292,BOVAO12,PUT,121.0,0.15,0.14,2024-03-15,BOVA11,114.0,PUT,127.43,0.009999999999999981,5.045907557090172,ATM,1.2743,17.50529285499921,17.78424689054664,12,-2.711839167305785,-2.5283130603132697,ITM
293,BOVAC122,CALL,122.0,6.4,6.08,2024-03-15,BOVA11,2.0,CALL,127.43,0.3200000000000003,4.261162991446289,ATM,1.2743,2.4698646125896033,19.303881658065876,12,64.06584177948491,98.2905494329442,ITM
294,BOVAO122,PUT,122.0,0.21,0.19,2024-03-15,BOVA11,11734.0,PUT,127.43,0.01999999999999999,4.261162991446289,ATM,1.2743,16.732417546110288,17.175104004240673,12,-3.295393282679293,-2.9579785343578746,ITM
295,BOVAC123,CALL,123.0,5.42,5.2,2024-03-15,BOVA11,16.0,CALL,127.43,0.21999999999999975,3.4764184258024065,ATM,1.2743,12.815346813984185,17.231762166145604,12,92.11481686037102,97.06860718321431,ITM
296,BOVAO123,PUT,123.0,0.29,0.27,2024-03-15,BOVA11,18309.0,PUT,127.43,0.019999999999999962,3.4764184258024065,ATM,1.2743,16.15064890652001,16.50448066076921,12,-3.8053099621323194,-3.4985512716002587,ITM
297,BOVAC124,CALL,124.0,4.45,4.4,2024-03-15,BOVA11,23933.0,CALL,127.43,0.04999999999999982,2.6916738601585237,ATM,1.2743,14.444604151842661,15.207033628962025,12,94.36747360116395,95.24472710627545,ITM
298,BOVAO124,PUT,124.0,0.4,0.39,2024-03-15,BOVA11,49413.0,PUT,127.43,0.010000000000000009,2.6916738601585237,ATM,1.2743,15.683255455141953,15.827080040310996,12,-4.265068400520866,-4.125298040244385,ITM
299,BOVAC125,CALL,125.0,3.94,3.53,2024-03-15,BOVA11,18337.0,CALL,127.43,0.41000000000000014,1.9069292945146408,ATM,1.2743,13.674943259753197,18.483122446226773,12,93.32323999543408,97.8451864666656,ITM
300,BOVAO125,PUT,125.0,0.57,0.56,2024-03-15,BOVA11,38978.0,PUT,127.43,0.009999999999999898,1.9069292945146408,ATM,1.2743,15.257397679794549,15.377087145960639,12,-4.7251278484891195,-4.59834783533537,ITM
301,BOVAC126,CALL,126.0,2.86,2.83,2024-03-15,BOVA11,43842.0,CALL,127.43,0.029999999999999805,1.1221847288707578,ATM,1.2743,14.159529405790044,14.473828291555407,12,93.94673302022241,94.3459249249079,ITM
302,BOVAO126,PUT,126.0,0.81,0.79,2024-03-15,BOVA11,95926.0,PUT,127.43,0.020000000000000018,1.1221847288707578,ATM,1.2743,14.819413373819259,15.02659268593119,12,-5.239344566491644,-5.002502587369495,ITM
303,BOVAC127,CALL,127.0,2.31,2.08,2024-03-15,BOVA11,857.0,CALL,127.43,0.22999999999999998,0.337440163226875,ATM,1.2743,13.211769914818564,15.378163214502022,12,92.57082365762835,95.35698462463522,ITM
304,BOVAO127,PUT,127.0,1.13,1.11,2024-03-15,BOVA11,21731.0,PUT,127.43,0.019999999999999796,0.337440163226875,ATM,1.2743,14.519715543900686,14.70773878752277,12,-5.625763423361551,-5.397585207401356,ITM
305,BOVAC128,CALL,128.0,1.61,1.6,2024-03-15,BOVA11,68415.0,CALL,127.43,0.010000000000000009,0.4473044024170079,ATM,1.2743,13.91018965775181,14.000421445663935,12,93.54954052101473,93.67268286529634,OTM
306,BOVAO128,PUT,128.0,1.56,1.54,2024-03-15,BOVA11,9918.0,PUT,127.43,0.020000000000000018,0.4473044024170079,ATM,1.2743,14.396361841915986,14.57682144300688,12,-5.808476848300559,-5.583374828435861,OTM
307,BOVAC129,CALL,129.0,1.16,1.15,2024-03-15,BOVA11,33433.0,CALL,127.43,0.010000000000000009,1.2320489680608908,ATM,1.2743,13.93123046211939,14.02339359247467,12,93.54620497073014,93.67222260347727,OTM
308,BOVAO129,PUT,129.0,2.28,1.72,2024-03-15,BOVA11,2006.0,PUT,127.43,0.5599999999999998,1.2320489680608908,ATM,1.2743,11.047368577904928,16.220274141227904,12,-11.458309727159133,-3.854458253867865,OTM
309,BOVAC130,CALL,130.0,0.82,0.8,2024-03-15,BOVA11,16391.0,CALL,127.43,0.019999999999999907,2.0167935337047735,ATM,1.2743,13.97689764109454,14.177325620780652,12,93.57714466276342,93.84814964633476,OTM
310,BOVAO130,PUT,130.0,2.76,2.72,2024-03-15,BOVA11,122534.0,PUT,127.43,0.03999999999999959,2.0167935337047735,ATM,1.2743,14.422657716888246,14.820223260378501,12,-5.832410553195033,-5.342644657582218,OTM
311,BOVAC131,CALL,131.0,0.56,0.54,2024-03-15,BOVA11,123423.0,CALL,127.43,0.020000000000000018,2.8015380993486567,ATM,1.2743,14.054949049212054,14.286068690960704,12,93.65272653358406,93.96202195597088,OTM
312,BOVAO131,PUT,131.0,4.08,3.02,2024-03-15,BOVA11,0.0,PUT,127.43,1.06,2.8015380993486567,ATM,1.2743,8.787194746309881,21.164829503495152,12,-17.17821806999322,-1.0598706177003203,OTM
313,BOVAC132,CALL,132.0,0.38,0.36,2024-03-15,BOVA11,43261.0,CALL,127.43,0.020000000000000018,3.586282664992539,ATM,1.2743,14.238061447005668,14.51760596897243,12,93.8691738853177,94.23220901761687,OTM
314,BOVAO132,PUT,132.0,4.48,4.01,2024-03-15,BOVA11,0.0,PUT,127.43,0.47000000000000064,3.586282664992539,ATM,1.2743,10.73375838504199,17.534765753020952,12,-12.335176913576419,-2.8364598493580195,OTM
315,BOVAC133,CALL,133.0,0.26,0.24,2024-03-15,BOVA11,21392.0,CALL,127.43,0.020000000000000018,4.371027230636422,ATM,1.2743,14.522658744233919,14.872265790136915,12,94.21107970108929,94.64281800585135,OTM
316,BOVAO133,PUT,133.0,5.78,4.82,2024-03-15,BOVA11,0.0,PUT,127.43,0.96,4.371027230636422,ATM,1.2743,2.3137629064475007,23.690537966081056,12,-42.92320239475704,-0.4974305554694691,OTM
317,BOVAC134,CALL,134.0,0.17,0.15,2024-03-15,BOVA11,201.0,CALL,127.43,0.020000000000000018,5.1557717962803045,ATM,1.2743,14.624121761561687,15.084613529983686,12,94.31235931749997,94.86835664741272,OTM
318,BOVAD120,CALL,120.0,9.69,8.99,2024-04-19,BOVA11,100.0,CALL,127.43,0.6999999999999993,5.830652122734055,ATM,1.2743,2.1937854374315147,14.933665437115613,37,69.54720233133595,99.79767339501822,ITM
319,BOVAP120,PUT,120.0,0.5,0.48,2024-04-19,BOVA11,540.0,PUT,127.43,0.020000000000000018,5.830652122734055,ATM,1.2743,17.09850505635358,17.308150319322436,37,-0.05052692758161781,-0.04379872824052944,ITM
320,BOVAD2,CALL,121.0,9.21,8.06,2024-04-19,BOVA11,0.0,CALL,127.43,1.1500000000000004,5.045907557090172,ATM,1.2743,2.1465026743742257,18.656766743846678,37,68.94457410405272,99.98308040358924,ITM
321,BOVAP2,PUT,121.0,0.61,0.58,2024-04-19,BOVA11,0.0,PUT,127.43,0.030000000000000027,5.045907557090172,ATM,1.2743,16.732749170066388,17.011314152241205,37,-0.06489073717546034,-0.05383877143617655,ITM
322,BOVAD122,CALL,122.0,8.36,7.2,2024-04-19,BOVA11,0.0,CALL,127.43,1.1599999999999993,4.261162991446289,ATM,1.2743,1.372596394768983,18.218438715716744,37,64.69784570352009,99.9766546360344,ITM
323,BOVAP122,PUT,122.0,0.73,0.71,2024-04-19,BOVA11,330.0,PUT,127.43,0.020000000000000018,4.261162991446289,ATM,1.2743,16.45364075924731,16.619533158878514,37,-0.07838146971619331,-0.07026707780087849,ITM
324,BOVAD23,CALL,123.0,7.54,6.38,2024-04-19,BOVA11,0.0,CALL,127.43,1.1600000000000001,3.4764184258024065,ATM,1.2743,1.3214440875803923,17.837886450467302,37,63.89576970311156,99.9692754474177,ITM
325,BOVAP23,PUT,123.0,0.89,0.86,2024-04-19,BOVA11,25310.0,PUT,127.43,0.030000000000000027,3.4764184258024065,ATM,1.2743,16.13448760505812,16.358338076660466,37,-0.09689583021945669,-0.08379652722744213,ITM
326,BOVAD123,CALL,124.0,6.22,6.14,2024-04-19,BOVA11,25000.0,CALL,127.43,0.08000000000000007,2.6916738601585237,ATM,1.2743,13.238507262279287,13.83836168870257,37,99.45359198322812,99.60876148217504,ITM
327,BOVAP123,PUT,124.0,1.08,1.05,2024-04-19,BOVA11,100.0,PUT,127.43,0.030000000000000027,2.6916738601585237,ATM,1.2743,15.896424218526525,16.099722551201335,37,-0.11336925232651174,-0.09953025266161708,ITM
328,BOVAD124,CALL,125.0,5.97,5.15,2024-04-19,BOVA11,10008.0,CALL,127.43,0.8199999999999994,1.9069292945146408,ATM,1.2743,11.665946122211233,17.000392424937424,37,98.75538293481105,99.94479843354436,ITM
329,BOVAP124,PUT,125.0,1.3,1.27,2024-04-19,BOVA11,721.0,PUT,127.43,0.030000000000000027,1.9069292945146408,ATM,1.2743,15.631420681071162,15.818505328387833,37,-0.13464423468865228,-0.11964986592681859,ITM
330,BOVAD121,CALL,126.0,4.74,4.69,2024-04-19,BOVA11,10100.0,CALL,127.43,0.04999999999999982,1.1221847288707578,ATM,1.2743,13.402349471009778,13.702834050969376,37,99.49612231552547,99.57383812195506,ITM
331,BOVAP121,PUT,126.0,1.57,1.54,2024-04-19,BOVA11,13892.0,PUT,127.43,0.030000000000000027,1.1221847288707578,ATM,1.2743,15.437556224715166,15.61181890233505,37,-0.15264217298807115,-0.13690753835157166,ITM
332,BOVAD127,CALL,127.0,4.35,3.86,2024-04-19,BOVA11,675.0,CALL,127.43,0.48999999999999977,0.337440163226875,ATM,1.2743,12.43748345912484,15.16717289776307,37,99.15081482749711,99.81887317301273,ITM
333,BOVAP127,PUT,127.0,1.88,1.85,2024-04-19,BOVA11,5948.0,PUT,127.43,0.029999999999999805,0.337440163226875,ATM,1.2743,15.225118335513757,15.389948545464751,37,-0.17480459309465735,-0.15790276579141782,ITM
334,BOVAD128,CALL,128.0,3.45,3.37,2024-04-19,BOVA11,100.0,CALL,127.43,0.08000000000000007,0.4473044024170079,ATM,1.2743,13.086608741617365,13.511639871581824,37,99.39575316792212,99.52152656667266,OTM
335,BOVAP128,PUT,128.0,2.25,2.2,2024-04-19,BOVA11,2700.0,PUT,127.43,0.04999999999999982,0.4473044024170079,ATM,1.2743,14.977763090407242,15.241761701556019,37,-0.20415114721602512,-0.17377402667910768,OTM
336,BOVAD29,CALL,129.0,3.29,2.26,2024-04-19,BOVA11,0.0,CALL,127.43,1.0300000000000002,1.2320489680608908,ATM,1.2743,10.168671932968106,15.490117758638283,37,97.43703365473917,99.85035011980754,OTM
337,BOVAP29,PUT,129.0,2.68,2.64,2024-04-19,BOVA11,13404.0,PUT,127.43,0.040000000000000036,1.2320489680608908,ATM,1.2743,14.93949607120943,15.145929019772355,37,-0.20983212869172263,-0.18508098671566886,OTM
338,BOVAD130,CALL,130.0,2.4,2.34,2024-04-19,BOVA11,2300.0,CALL,127.43,0.06000000000000005,2.0167935337047735,ATM,1.2743,13.090468839438227,13.398761357841465,37,99.39171691792303,99.4861744215202,OTM
339,BOVAP130,PUT,130.0,3.16,3.1,2024-04-19,BOVA11,7405.0,PUT,127.43,0.06000000000000005,2.0167935337047735,ATM,1.2743,14.73278411396574,15.040954315482825,37,-0.23860466853606876,-0.19815559350142564,OTM
340,BOVAD131,CALL,131.0,1.94,1.9,2024-04-19,BOVA11,0.0,CALL,127.43,0.040000000000000036,2.8015380993486567,ATM,1.2743,13.013817138917021,13.223138890793551,37,99.3632155119257,99.43165918163058,OTM
341,BOVAP131,PUT,131.0,4.06,3.16,2024-04-19,BOVA11,0.0,PUT,127.43,0.8999999999999995,2.8015380993486567,ATM,1.2743,12.154121041081163,16.845846519478698,37,-1.0003675584106309,-0.06281986514276028,OTM
342,BOVAD129,CALL,132.0,1.57,1.55,2024-04-19,BOVA11,1884.0,CALL,127.43,0.020000000000000018,3.586282664992539,ATM,1.2743,13.106187114432666,13.21518926178625,37,99.39166899691233,99.42673662442557,OTM
343,BOVAP129,PUT,132.0,4.92,3.81,2024-04-19,BOVA11,0.0,PUT,127.43,1.1099999999999999,3.586282664992539,ATM,1.2743,12.297893688736881,18.253328921957095,37,-0.9332137433644472,-0.023750981468539933,OTM
344,BOVAD132,CALL,134.0,1.0,0.98,2024-04-19,BOVA11,0.0,CALL,127.43,0.020000000000000018,5.1557717962803045,ATM,1.2743,13.141441032923002,13.267595721987627,37,99.39814077939263,99.43822213989885,OTM
345,BOVAP132,PUT,134.0,6.33,5.2,2024-04-19,BOVA11,0.0,PUT,127.43,1.13,5.1557717962803045,ATM,1.2743,12.144877452866208,18.896102513699233,37,-1.0182029935329018,-0.014981267455926872,OTM
346,BOVAQ123,PUT,123.0,1.8,1.3,2024-05-17,BOVA11,0.0,PUT,127.43,0.5,3.4764184258024065,ATM,1.2743,17.0499365741719,19.793982818702442,56,-0.002834017311725834,-0.00014917119119939315,ITM
347,BOVAQ126,PUT,126.0,2.18,1.5,2024-05-17,BOVA11,0.0,PUT,127.43,0.6800000000000002,1.1221847288707578,ATM,1.2743,13.95157929916531,17.22200051497118,56,-0.04939751095776046,-0.0024146941117519916,ITM
348,BOVAE130,CALL,130.0,4.07,3.25,2024-05-17,BOVA11,0.0,CALL,127.43,0.8200000000000003,2.0167935337047735,ATM,1.2743,12.212658527382436,15.655056837751333,56,99.80079973023243,99.98881434053925,OTM
349,BOVAQ130,PUT,130.0,4.5,3.39,2024-05-17,BOVA11,0.0,PUT,127.43,1.1099999999999999,2.0167935337047735,ATM,1.2743,15.486007873217583,20.14207049543345,56,-0.013072435957550699,-0.00010268775412214382,OTM
350,BOVAQ132,PUT,132.0,5.0,3.99,2024-05-17,BOVA11,0.0,PUT,127.43,1.0099999999999998,3.586282664992539,ATM,1.2743,13.673542919853931,17.9100246410397,56,-0.06380588072991689,-0.0012203143876843292,OTM
351,BOVAE135,CALL,135.0,2.15,1.45,2024-05-17,BOVA11,0.0,CALL,127.43,0.7,5.940516361924188,ATM,1.2743,12.81613903685378,16.047970973328837,56,99.87167092269422,99.99210231979495,OTM
