symbol,category,strike,due_date,ativo_alvo,type,close
RADLF258,CALL,25.82,2024-06-21,RADL3,CALL,27.65
RADLR258,PUT,25.82,2024-06-21,RADL3,PUT,27.65
RADLF261,CALL,26.07,2024-06-21,RADL3,CALL,27.65
RADLR261,PUT,26.07,2024-06-21,RADL3,PUT,27.65
RADLF263,CALL,26.32,2024-06-21,RADL3,CALL,27.65
RADLR263,PUT,26.32,2024-06-21,RADL3,PUT,27.65
RADLF269,CALL,26.82,2024-06-21,RADL3,CALL,27.65
RADLR269,PUT,26.82,2024-06-21,RADL3,PUT,27.65
RADLF275,CALL,27.32,2024-06-21,RADL3,CALL,27.65
RADLR275,PUT,27.32,2024-06-21,RADL3,PUT,27.65
RADLF278,CALL,27.82,2024-06-21,RADL3,CALL,27.65
RADLR278,PUT,27.82,2024-06-21,RADL3,PUT,27.65
RADLF281,CALL,28.07,2024-06-21,RADL3,CALL,27.65
RADLR281,PUT,28.07,2024-06-21,RADL3,PUT,27.65
RADLF283,CALL,28.32,2024-06-21,RADL3,CALL,27.65
RADLR283,PUT,28.32,2024-06-21,RADL3,PUT,27.65
RADLF286,CALL,28.57,2024-06-21,RADL3,CALL,27.65
RADLR286,PUT,28.57,2024-06-21,RADL3,PUT,27.65
RADLF288,CALL,28.82,2024-06-21,RADL3,CALL,27.65
RADLR288,PUT,28.82,2024-06-21,RADL3,PUT,27.65
RADLF293,CALL,29.32,2024-06-21,RADL3,CALL,27.65
RADLR293,PUT,29.32,2024-06-21,RADL3,PUT,27.65
RADLF298,CALL,29.82,2024-06-21,RADL3,CALL,27.65
RADLR298,PUT,29.82,2024-06-21,RADL3,PUT,27.65
RADLF303,CALL,30.32,2024-06-21,RADL3,CALL,27.65
RADLR303,PUT,30.32,2024-06-21,RADL3,PUT,27.65
RADLF308,CALL,30.82,2024-06-21,RADL3,CALL,27.65
RADLR308,PUT,30.82,2024-06-21,RADL3,PUT,27.65
RADLF315,CALL,31.32,2024-06-21,RADL3,CALL,27.65
RADLR315,PUT,31.32,2024-06-21,RADL3,PUT,27.65
RADLF318,CALL,31.82,2024-06-21,RADL3,CALL,27.65
RADLR318,PUT,31.82,2024-06-21,RADL3,PUT,27.65
RADLF323,CALL,32.32,2024-06-21,RADL3,CALL,27.65
RADLR323,PUT,32.32,2024-06-21,RADL3,PUT,27.65
RADLF328,CALL,32.82,2024-06-21,RADL3,CALL,27.65
RADLR328,PUT,32.82,2024-06-21,RADL3,PUT,27.65
RADLF333,CALL,33.32,2024-06-21,RADL3,CALL,27.65
RADLR333,PUT,33.32,2024-06-21,RADL3,PUT,27.65
RADLF338,CALL,33.82,2024-06-21,RADL3,CALL,27.65
RADLR338,PUT,33.82,2024-06-21,RADL3,PUT,27.65
RADLF343,CALL,34.32,2024-06-21,RADL3,CALL,27.65
RADLR343,PUT,34.32,2024-06-21,RADL3,PUT,27.65
RADLG179,CALL,17.91,2024-07-19,RADL3,CALL,27.65
RADLS179,PUT,17.91,2024-07-19,RADL3,PUT,27.65
RADLG184,CALL,18.41,2024-07-19,RADL3,CALL,27.65
RADLS184,PUT,18.41,2024-07-19,RADL3,PUT,27.65
RADLG189,CALL,18.91,2024-07-19,RADL3,CALL,27.65
RADLS189,PUT,18.91,2024-07-19,RADL3,PUT,27.65
RADLG194,CALL,19.41,2024-07-19,RADL3,CALL,27.65
RADLS194,PUT,19.41,2024-07-19,RADL3,PUT,27.65
RADLG199,CALL,19.91,2024-07-19,RADL3,CALL,27.65
RADLS199,PUT,19.91,2024-07-19,RADL3,PUT,27.65
RADLG204,CALL,20.41,2024-07-19,RADL3,CALL,27.65
RADLS204,PUT,20.41,2024-07-19,RADL3,PUT,27.65
RADLG209,CALL,20.91,2024-07-19,RADL3,CALL,27.65
RADLS209,PUT,20.91,2024-07-19,RADL3,PUT,27.65
RADLG214,CALL,21.41,2024-07-19,RADL3,CALL,27.65
RADLS214,PUT,21.41,2024-07-19,RADL3,PUT,27.65
RADLG219,CALL,21.91,2024-07-19,RADL3,CALL,27.65
RADLS219,PUT,21.91,2024-07-19,RADL3,PUT,27.65
RADLG224,CALL,22.41,2024-07-19,RADL3,CALL,27.65
RADLS224,PUT,22.41,2024-07-19,RADL3,PUT,27.65
RADLG229,CALL,22.91,2024-07-19,RADL3,CALL,27.65
RADLS229,PUT,22.91,2024-07-19,RADL3,PUT,27.65
RADLG234,CALL,23.41,2024-07-19,RADL3,CALL,27.65
RADLS234,PUT,23.41,2024-07-19,RADL3,PUT,27.65
RADLG239,CALL,23.91,2024-07-19,RADL3,CALL,27.65
RADLS239,PUT,23.91,2024-07-19,RADL3,PUT,27.65
RADLG241,CALL,24.16,2024-07-19,RADL3,CALL,27.65
RADLS241,PUT,24.16,2024-07-19,RADL3,PUT,27.65
RADLG244,CALL,24.41,2024-07-19,RADL3,CALL,27.65
RADLS244,PUT,24.41,2024-07-19,RADL3,PUT,27.65
RADLG247,CALL,24.66,2024-07-19,RADL3,CALL,27.65
RADLS247,PUT,24.66,2024-07-19,RADL3,PUT,27.65
RADLG249,CALL,24.91,2024-07-19,RADL3,CALL,27.65
RADLS249,PUT,24.91,2024-07-19,RADL3,PUT,27.65
RADLG252,CALL,25.16,2024-07-19,RADL3,CALL,27.65
RADLS252,PUT,25.16,2024-07-19,RADL3,PUT,27.65
RADLG254,CALL,25.41,2024-07-19,RADL3,CALL,27.65
RADLS254,PUT,25.41,2024-07-19,RADL3,PUT,27.65
RADLG259,CALL,25.91,2024-07-19,RADL3,CALL,27.65
RADLS259,PUT,25.91,2024-07-19,RADL3,PUT,27.65
RADLG262,CALL,26.16,2024-07-19,RADL3,CALL,27.65
RADLS262,PUT,26.16,2024-07-19,RADL3,PUT,27.65
RADLG264,CALL,26.41,2024-07-19,RADL3,CALL,27.65
RADLS264,PUT,26.41,2024-07-19,RADL3,PUT,27.65
RADLG267,CALL,26.66,2024-07-19,RADL3,CALL,27.65
RADLS267,PUT,26.66,2024-07-19,RADL3,PUT,27.65
RADLG269,CALL,26.91,2024-07-19,RADL3,CALL,27.65
RADLS269,PUT,26.91,2024-07-19,RADL3,PUT,27.65
RADLG274,CALL,27.41,2024-07-19,RADL3,CALL,27.65
RADLS274,PUT,27.41,2024-07-19,RADL3,PUT,27.65
RADLG277,CALL,27.66,2024-07-19,RADL3,CALL,27.65
RADLS277,PUT,27.66,2024-07-19,RADL3,PUT,27.65
RADLG279,CALL,27.91,2024-07-19,RADL3,CALL,27.65
RADLS279,PUT,27.91,2024-07-19,RADL3,PUT,27.65
RADLG284,CALL,28.41,2024-07-19,RADL3,CALL,27.65
RADLS284,PUT,28.41,2024-07-19,RADL3,PUT,27.65
RADLG287,CALL,28.66,2024-07-19,RADL3,CALL,27.65
RADLS287,PUT,28.66,2024-07-19,RADL3,PUT,27.65
RADLG289,CALL,28.91,2024-07-19,RADL3,CALL,27.65
RADLS289,PUT,28.91,2024-07-19,RADL3,PUT,27.65
RADLG294,CALL,29.41,2024-07-19,RADL3,CALL,27.65
RADLS294,PUT,29.41,2024-07-19,RADL3,PUT,27.65
RADLG299,CALL,29.91,2024-07-19,RADL3,CALL,27.65
RADLS299,PUT,29.91,2024-07-19,RADL3,PUT,27.65
RADLG304,CALL,30.41,2024-07-19,RADL3,CALL,27.65
RADLS304,PUT,30.41,2024-07-19,RADL3,PUT,27.65
RADLG309,CALL,30.91,2024-07-19,RADL3,CALL,27.65
RADLS309,PUT,30.91,2024-07-19,RADL3,PUT,27.65
RADLG314,CALL,31.41,2024-07-19,RADL3,CALL,27.65
RADLS314,PUT,31.41,2024-07-19,RADL3,PUT,27.65
RADLG319,CALL,31.91,2024-07-19,RADL3,CALL,27.65
RADLS319,PUT,31.91,2024-07-19,RADL3,PUT,27.65
RADLG324,CALL,32.41,2024-07-19,RADL3,CALL,27.65
RADLS324,PUT,32.41,2024-07-19,RADL3,PUT,27.65
RADLH21,CALL,19.67,2024-08-16,RADL3,CALL,27.65
RADLT21,PUT,19.67,2024-08-16,RADL3,PUT,27.65
RADLH20,CALL,0.0,2024-08-16,RADL3,CALL,27.65
RADLT20,PUT,0.0,2024-08-16,RADL3,PUT,27.65
RADLH23,CALL,21.6,2024-08-16,RADL3,CALL,27.65
RADLT23,PUT,21.6,2024-08-16,RADL3,PUT,27.65
RADLH22,CALL,0.0,2024-08-16,RADL3,CALL,27.65
RADLT22,PUT,0.0,2024-08-16,RADL3,PUT,27.65
RADLH261,CALL,26.1,2024-08-16,RADL3,CALL,27.65
RADLT261,PUT,26.1,2024-08-16,RADL3,PUT,27.65
RADLH267,CALL,26.6,2024-08-16,RADL3,CALL,27.65
RADLT267,PUT,26.6,2024-08-16,RADL3,PUT,27.65
RADLH272,CALL,27.1,2024-08-16,RADL3,CALL,27.65
RADLT272,PUT,27.1,2024-08-16,RADL3,PUT,27.65
RADLH275,CALL,27.35,2024-08-16,RADL3,CALL,27.65
RADLT275,PUT,27.35,2024-08-16,RADL3,PUT,27.65
RADLI277,CALL,27.75,2024-09-20,RADL3,CALL,27.65
RADLU277,PUT,27.75,2024-09-20,RADL3,PUT,27.65
RADLL370,CALL,36.91,2024-12-20,RADL3,CALL,27.65
RADLX370,PUT,36.91,2024-12-20,RADL3,PUT,27.65
RADLL430,CALL,42.91,2024-12-20,RADL3,CALL,27.65
RADLX430,PUT,42.91,2024-12-20,RADL3,PUT,27.65
RADLB330,CALL,32.91,2026-02-20,RADL3,CALL,27.65
RADLN330,PUT,32.91,2026-02-20,RADL3,PUT,27.65
PCARE100,CALL,1.0,2024-05-17,PCAR3,CALL,3.09
PCARQ100,PUT,1.0,2024-05-17,PCAR3,PUT,3.09
PCARE120,CALL,1.2,2024-05-17,PCAR3,CALL,3.09
PCARQ120,PUT,1.2,2024-05-17,PCAR3,PUT,3.09
PCARE140,CALL,1.4,2024-05-17,PCAR3,CALL,3.09
PCARQ140,PUT,1.4,2024-05-17,PCAR3,PUT,3.09
PCARE160,CALL,1.6,2024-05-17,PCAR3,CALL,3.09
PCARQ160,PUT,1.6,2024-05-17,PCAR3,PUT,3.09
PCARE170,CALL,1.7,2024-05-17,PCAR3,CALL,3.09
PCARQ170,PUT,1.7,2024-05-17,PCAR3,PUT,3.09
PCARE180,CALL,1.8,2024-05-17,PCAR3,CALL,3.09
PCARQ180,PUT,1.8,2024-05-17,PCAR3,PUT,3.09
PCARE190,CALL,1.9,2024-05-17,PCAR3,CALL,3.09
PCARQ190,PUT,1.9,2024-05-17,PCAR3,PUT,3.09
PCARE200,CALL,2.0,2024-05-17,PCAR3,CALL,3.09
PCARQ200,PUT,2.0,2024-05-17,PCAR3,PUT,3.09
PCARE210,CALL,2.1,2024-05-17,PCAR3,CALL,3.09
PCARQ210,PUT,2.1,2024-05-17,PCAR3,PUT,3.09
PCARE220,CALL,2.2,2024-05-17,PCAR3,CALL,3.09
PCARQ220,PUT,2.2,2024-05-17,PCAR3,PUT,3.09
PCARE240,CALL,2.4,2024-05-17,PCAR3,CALL,3.09
PCARQ240,PUT,2.4,2024-05-17,PCAR3,PUT,3.09
PCARE245,CALL,2.45,2024-05-17,PCAR3,CALL,3.09
PCARQ245,PUT,2.45,2024-05-17,PCAR3,PUT,3.09
PCARE250,CALL,2.55,2024-05-17,PCAR3,CALL,3.09
PCARQ250,PUT,2.55,2024-05-17,PCAR3,PUT,3.09
PCARE260,CALL,2.6,2024-05-17,PCAR3,CALL,3.09
PCARQ260,PUT,2.6,2024-05-17,PCAR3,PUT,3.09
PCARE26,CALL,2.65,2024-05-17,PCAR3,CALL,3.09
PCARQ26,PUT,2.65,2024-05-17,PCAR3,PUT,3.09
PCARE270,CALL,2.7,2024-05-17,PCAR3,CALL,3.09
PCARQ270,PUT,2.7,2024-05-17,PCAR3,PUT,3.09
PCARE280,CALL,2.8,2024-05-17,PCAR3,CALL,3.09
PCARQ280,PUT,2.8,2024-05-17,PCAR3,PUT,3.09
PCARE285,CALL,2.85,2024-05-17,PCAR3,CALL,3.09
PCARQ285,PUT,2.85,2024-05-17,PCAR3,PUT,3.09
PCARE290,CALL,2.95,2024-05-17,PCAR3,CALL,3.09
PCARQ290,PUT,2.95,2024-05-17,PCAR3,PUT,3.09
PCARE300,CALL,3.0,2024-05-17,PCAR3,CALL,3.09
PCARQ300,PUT,3.0,2024-05-17,PCAR3,PUT,3.09
PCARE305,CALL,3.05,2024-05-17,PCAR3,CALL,3.09
PCARQ305,PUT,3.05,2024-05-17,PCAR3,PUT,3.09
PCARE315,CALL,3.15,2024-05-17,PCAR3,CALL,3.09
PCARQ315,PUT,3.15,2024-05-17,PCAR3,PUT,3.09
PCARE325,CALL,3.25,2024-05-17,PCAR3,CALL,3.09
PCARQ325,PUT,3.25,2024-05-17,PCAR3,PUT,3.09
PCARE335,CALL,3.35,2024-05-17,PCAR3,CALL,3.09
PCARQ335,PUT,3.35,2024-05-17,PCAR3,PUT,3.09
PCARE345,CALL,3.45,2024-05-17,PCAR3,CALL,3.09
PCARQ345,PUT,3.45,2024-05-17,PCAR3,PUT,3.09
PCARE355,CALL,3.55,2024-05-17,PCAR3,CALL,3.09
PCARQ355,PUT,3.55,2024-05-17,PCAR3,PUT,3.09
PCARE365,CALL,3.65,2024-05-17,PCAR3,CALL,3.09
PCARQ365,PUT,3.65,2024-05-17,PCAR3,PUT,3.09
PCARE375,CALL,3.75,2024-05-17,PCAR3,CALL,3.09
PCARQ375,PUT,3.75,2024-05-17,PCAR3,PUT,3.09
PCARE385,CALL,3.85,2024-05-17,PCAR3,CALL,3.09
PCARQ385,PUT,3.85,2024-05-17,PCAR3,PUT,3.09
PCARE395,CALL,3.95,2024-05-17,PCAR3,CALL,3.09
PCARQ395,PUT,3.95,2024-05-17,PCAR3,PUT,3.09
PCARE405,CALL,4.05,2024-05-17,PCAR3,CALL,3.09
PCARQ405,PUT,4.05,2024-05-17,PCAR3,PUT,3.09
PCARE415,CALL,4.15,2024-05-17,PCAR3,CALL,3.09
PCARQ415,PUT,4.15,2024-05-17,PCAR3,PUT,3.09
PCARE425,CALL,4.25,2024-05-17,PCAR3,CALL,3.09
PCARQ425,PUT,4.25,2024-05-17,PCAR3,PUT,3.09
PCARE435,CALL,4.35,2024-05-17,PCAR3,CALL,3.09
PCARQ435,PUT,4.35,2024-05-17,PCAR3,PUT,3.09
PCARE445,CALL,4.45,2024-05-17,PCAR3,CALL,3.09
PCARQ445,PUT,4.45,2024-05-17,PCAR3,PUT,3.09
PCARE455,CALL,4.55,2024-05-17,PCAR3,CALL,3.09
PCARQ455,PUT,4.55,2024-05-17,PCAR3,PUT,3.09
PCARE465,CALL,4.65,2024-05-17,PCAR3,CALL,3.09
PCARQ465,PUT,4.65,2024-05-17,PCAR3,PUT,3.09
PCARE475,CALL,4.75,2024-05-17,PCAR3,CALL,3.09
PCARQ475,PUT,4.75,2024-05-17,PCAR3,PUT,3.09
PCARE485,CALL,4.85,2024-05-17,PCAR3,CALL,3.09
PCARQ485,PUT,4.85,2024-05-17,PCAR3,PUT,3.09
PCARE495,CALL,4.95,2024-05-17,PCAR3,CALL,3.09
PCARQ495,PUT,4.95,2024-05-17,PCAR3,PUT,3.09
PCARE510,CALL,5.1,2024-05-17,PCAR3,CALL,3.09
PCARQ510,PUT,5.1,2024-05-17,PCAR3,PUT,3.09
PCARE88,CALL,8.8,2024-05-17,PCAR3,CALL,3.09
PCARQ88,PUT,8.8,2024-05-17,PCAR3,PUT,3.09
PCARF100,CALL,1.0,2024-06-21,PCAR3,CALL,3.09
PCARR100,PUT,1.0,2024-06-21,PCAR3,PUT,3.09
PCARF110,CALL,1.1,2024-06-21,PCAR3,CALL,3.09
PCARR110,PUT,1.1,2024-06-21,PCAR3,PUT,3.09
PCARF120,CALL,1.2,2024-06-21,PCAR3,CALL,3.09
PCARR120,PUT,1.2,2024-06-21,PCAR3,PUT,3.09
PCARF140,CALL,1.4,2024-06-21,PCAR3,CALL,3.09
PCARR140,PUT,1.4,2024-06-21,PCAR3,PUT,3.09
PCARF150,CALL,1.5,2024-06-21,PCAR3,CALL,3.09
PCARR150,PUT,1.5,2024-06-21,PCAR3,PUT,3.09
PCARF160,CALL,1.6,2024-06-21,PCAR3,CALL,3.09
PCARR160,PUT,1.6,2024-06-21,PCAR3,PUT,3.09
PCARF180,CALL,1.8,2024-06-21,PCAR3,CALL,3.09
PCARR180,PUT,1.8,2024-06-21,PCAR3,PUT,3.09
PCARF190,CALL,1.9,2024-06-21,PCAR3,CALL,3.09
PCARR190,PUT,1.9,2024-06-21,PCAR3,PUT,3.09
PCARF200,CALL,2.0,2024-06-21,PCAR3,CALL,3.09
PCARR200,PUT,2.0,2024-06-21,PCAR3,PUT,3.09
PCARF210,CALL,2.1,2024-06-21,PCAR3,CALL,3.09
PCARR210,PUT,2.1,2024-06-21,PCAR3,PUT,3.09
PCARF220,CALL,2.2,2024-06-21,PCAR3,CALL,3.09
PCARR220,PUT,2.2,2024-06-21,PCAR3,PUT,3.09
PCARF230,CALL,2.3,2024-06-21,PCAR3,CALL,3.09
PCARR230,PUT,2.3,2024-06-21,PCAR3,PUT,3.09
PCARF240,CALL,2.4,2024-06-21,PCAR3,CALL,3.09
PCARR240,PUT,2.4,2024-06-21,PCAR3,PUT,3.09
PCARF250,CALL,2.5,2024-06-21,PCAR3,CALL,3.09
PCARR250,PUT,2.5,2024-06-21,PCAR3,PUT,3.09
PCARF260,CALL,2.6,2024-06-21,PCAR3,CALL,3.09
PCARR260,PUT,2.6,2024-06-21,PCAR3,PUT,3.09
PCARF270,CALL,2.7,2024-06-21,PCAR3,CALL,3.09
PCARR270,PUT,2.7,2024-06-21,PCAR3,PUT,3.09
PCARF280,CALL,2.8,2024-06-21,PCAR3,CALL,3.09
PCARR280,PUT,2.8,2024-06-21,PCAR3,PUT,3.09
PCARF290,CALL,2.9,2024-06-21,PCAR3,CALL,3.09
PCARR290,PUT,2.9,2024-06-21,PCAR3,PUT,3.09
PCARF300,CALL,3.0,2024-06-21,PCAR3,CALL,3.09
PCARR300,PUT,3.0,2024-06-21,PCAR3,PUT,3.09
PCARF310,CALL,3.1,2024-06-21,PCAR3,CALL,3.09
PCARR310,PUT,3.1,2024-06-21,PCAR3,PUT,3.09
PCARF320,CALL,3.2,2024-06-21,PCAR3,CALL,3.09
PCARR320,PUT,3.2,2024-06-21,PCAR3,PUT,3.09
PCARF330,CALL,3.3,2024-06-21,PCAR3,CALL,3.09
PCARR330,PUT,3.3,2024-06-21,PCAR3,PUT,3.09
PCARF340,CALL,3.4,2024-06-21,PCAR3,CALL,3.09
PCARR340,PUT,3.4,2024-06-21,PCAR3,PUT,3.09
PCARF350,CALL,3.5,2024-06-21,PCAR3,CALL,3.09
PCARR350,PUT,3.5,2024-06-21,PCAR3,PUT,3.09
PCARF360,CALL,3.6,2024-06-21,PCAR3,CALL,3.09
PCARR360,PUT,3.6,2024-06-21,PCAR3,PUT,3.09
PCARF370,CALL,3.7,2024-06-21,PCAR3,CALL,3.09
PCARR370,PUT,3.7,2024-06-21,PCAR3,PUT,3.09
PCARF380,CALL,3.8,2024-06-21,PCAR3,CALL,3.09
PCARR380,PUT,3.8,2024-06-21,PCAR3,PUT,3.09
PCARF450,CALL,4.5,2024-06-21,PCAR3,CALL,3.09
PCARR450,PUT,4.5,2024-06-21,PCAR3,PUT,3.09
PCARF460,CALL,4.6,2024-06-21,PCAR3,CALL,3.09
PCARR460,PUT,4.6,2024-06-21,PCAR3,PUT,3.09
PCARF470,CALL,4.7,2024-06-21,PCAR3,CALL,3.09
PCARR470,PUT,4.7,2024-06-21,PCAR3,PUT,3.09
PCARF480,CALL,4.8,2024-06-21,PCAR3,CALL,3.09
PCARR480,PUT,4.8,2024-06-21,PCAR3,PUT,3.09
PCARF490,CALL,4.9,2024-06-21,PCAR3,CALL,3.09
PCARR490,PUT,4.9,2024-06-21,PCAR3,PUT,3.09
PCARF500,CALL,5.0,2024-06-21,PCAR3,CALL,3.09
PCARR500,PUT,5.0,2024-06-21,PCAR3,PUT,3.09
PCARF510,CALL,5.1,2024-06-21,PCAR3,CALL,3.09
PCARR510,PUT,5.1,2024-06-21,PCAR3,PUT,3.09
PCARF520,CALL,5.2,2024-06-21,PCAR3,CALL,3.09
PCARR520,PUT,5.2,2024-06-21,PCAR3,PUT,3.09
PCARF530,CALL,5.3,2024-06-21,PCAR3,CALL,3.09
PCARR530,PUT,5.3,2024-06-21,PCAR3,PUT,3.09
PCARF540,CALL,5.4,2024-06-21,PCAR3,CALL,3.09
PCARR540,PUT,5.4,2024-06-21,PCAR3,PUT,3.09
PCARG100,CALL,1.0,2024-07-19,PCAR3,CALL,3.09
PCARS100,PUT,1.0,2024-07-19,PCAR3,PUT,3.09
PCARG120,CALL,1.2,2024-07-19,PCAR3,CALL,3.09
PCARS120,PUT,1.2,2024-07-19,PCAR3,PUT,3.09
PCARG140,CALL,1.4,2024-07-19,PCAR3,CALL,3.09
PCARS140,PUT,1.4,2024-07-19,PCAR3,PUT,3.09
PCARG150,CALL,1.5,2024-07-19,PCAR3,CALL,3.09
PCARS150,PUT,1.5,2024-07-19,PCAR3,PUT,3.09
PCARG160,CALL,1.6,2024-07-19,PCAR3,CALL,3.09
PCARS160,PUT,1.6,2024-07-19,PCAR3,PUT,3.09
PCARG170,CALL,1.7,2024-07-19,PCAR3,CALL,3.09
PCARS170,PUT,1.7,2024-07-19,PCAR3,PUT,3.09
PCARG180,CALL,1.8,2024-07-19,PCAR3,CALL,3.09
PCARS180,PUT,1.8,2024-07-19,PCAR3,PUT,3.09
PCARG190,CALL,1.9,2024-07-19,PCAR3,CALL,3.09
PCARS190,PUT,1.9,2024-07-19,PCAR3,PUT,3.09
PCARG200,CALL,2.0,2024-07-19,PCAR3,CALL,3.09
PCARS200,PUT,2.0,2024-07-19,PCAR3,PUT,3.09
PCARG210,CALL,2.1,2024-07-19,PCAR3,CALL,3.09
PCARS210,PUT,2.1,2024-07-19,PCAR3,PUT,3.09
PCARG22,CALL,2.2,2024-07-19,PCAR3,CALL,3.09
PCARS22,PUT,2.2,2024-07-19,PCAR3,PUT,3.09
PCARG230,CALL,2.3,2024-07-19,PCAR3,CALL,3.09
PCARS230,PUT,2.3,2024-07-19,PCAR3,PUT,3.09
PCARG24,CALL,2.4,2024-07-19,PCAR3,CALL,3.09
PCARS24,PUT,2.4,2024-07-19,PCAR3,PUT,3.09
PCARG250,CALL,2.5,2024-07-19,PCAR3,CALL,3.09
PCARS250,PUT,2.5,2024-07-19,PCAR3,PUT,3.09
PCARG26,CALL,2.6,2024-07-19,PCAR3,CALL,3.09
PCARS26,PUT,2.6,2024-07-19,PCAR3,PUT,3.09
PCARG270,CALL,2.7,2024-07-19,PCAR3,CALL,3.09
PCARS270,PUT,2.7,2024-07-19,PCAR3,PUT,3.09
PCARG280,CALL,2.8,2024-07-19,PCAR3,CALL,3.09
PCARS280,PUT,2.8,2024-07-19,PCAR3,PUT,3.09
PCARG290,CALL,2.9,2024-07-19,PCAR3,CALL,3.09
PCARS290,PUT,2.9,2024-07-19,PCAR3,PUT,3.09
PCARG300,CALL,3.0,2024-07-19,PCAR3,CALL,3.09
PCARS300,PUT,3.0,2024-07-19,PCAR3,PUT,3.09
PCARG310,CALL,3.1,2024-07-19,PCAR3,CALL,3.09
PCARS310,PUT,3.1,2024-07-19,PCAR3,PUT,3.09
PCARG320,CALL,3.2,2024-07-19,PCAR3,CALL,3.09
PCARS320,PUT,3.2,2024-07-19,PCAR3,PUT,3.09
PCARG330,CALL,3.3,2024-07-19,PCAR3,CALL,3.09
PCARS330,PUT,3.3,2024-07-19,PCAR3,PUT,3.09
PCARG340,CALL,3.4,2024-07-19,PCAR3,CALL,3.09
PCARS340,PUT,3.4,2024-07-19,PCAR3,PUT,3.09
PCARG349,CALL,3.5,2024-07-19,PCAR3,CALL,3.09
PCARS349,PUT,3.5,2024-07-19,PCAR3,PUT,3.09
PCARG360,CALL,3.6,2024-07-19,PCAR3,CALL,3.09
PCARS360,PUT,3.6,2024-07-19,PCAR3,PUT,3.09
PCARG370,CALL,3.7,2024-07-19,PCAR3,CALL,3.09
PCARS370,PUT,3.7,2024-07-19,PCAR3,PUT,3.09
PCARG380,CALL,3.8,2024-07-19,PCAR3,CALL,3.09
PCARS380,PUT,3.8,2024-07-19,PCAR3,PUT,3.09
PCARG400,CALL,4.0,2024-07-19,PCAR3,CALL,3.09
PCARS400,PUT,4.0,2024-07-19,PCAR3,PUT,3.09
PCARH915,CALL,9.15,2024-08-16,PCAR3,CALL,3.09
PCART915,PUT,9.15,2024-08-16,PCAR3,PUT,3.09
PCARI330,CALL,3.3,2024-09-20,PCAR3,CALL,3.09
PCARU330,PUT,3.3,2024-09-20,PCAR3,PUT,3.09
PCARI370,CALL,3.7,2024-09-20,PCAR3,CALL,3.09
PCARU370,PUT,3.7,2024-09-20,PCAR3,PUT,3.09
PCARI420,CALL,4.2,2024-09-20,PCAR3,CALL,3.09
PCARU420,PUT,4.2,2024-09-20,PCAR3,PUT,3.09
PCARI450,CALL,4.5,2024-09-20,PCAR3,CALL,3.09
PCARU450,PUT,4.5,2024-09-20,PCAR3,PUT,3.09
PCARL333,CALL,3.33,2024-12-20,PCAR3,CALL,3.09
PCARX333,PUT,3.33,2024-12-20,PCAR3,PUT,3.09
PCARI60,CALL,6.0,2025-09-19,PCAR3,CALL,3.09
PCARU60,PUT,6.0,2025-09-19,PCAR3,PUT,3.09
PCARI70,CALL,7.0,2025-09-19,PCAR3,CALL,3.09
PCARU70,PUT,7.0,2025-09-19,PCAR3,PUT,3.09
PCARI80,CALL,8.0,2025-09-19,PCAR3,CALL,3.09
PCARU80,PUT,8.0,2025-09-19,PCAR3,PUT,3.09
PCARI900,CALL,9.0,2025-09-19,PCAR3,CALL,3.09
PCARU900,PUT,9.0,2025-09-19,PCAR3,PUT,3.09
PCARI100,CALL,10.0,2025-09-19,PCAR3,CALL,3.09
PCARU100,PUT,10.0,2025-09-19,PCAR3,PUT,3.09
PCARL50,CALL,5.0,2025-12-19,PCAR3,CALL,3.09
PCARX50,PUT,5.0,2025-12-19,PCAR3,PUT,3.09
PCARL60,CALL,6.0,2025-12-19,PCAR3,CALL,3.09
PCARX60,PUT,6.0,2025-12-19,PCAR3,PUT,3.09
PCARL700,CALL,7.0,2025-12-19,PCAR3,CALL,3.09
PCARX700,PUT,7.0,2025-12-19,PCAR3,PUT,3.09
PCARL800,CALL,8.0,2025-12-19,PCAR3,CALL,3.09
PCARX800,PUT,8.0,2025-12-19,PCAR3,PUT,3.09
PCARB50,CALL,5.0,2026-02-20,PCAR3,CALL,3.09
PCARN50,PUT,5.0,2026-02-20,PCAR3,PUT,3.09
PCARB60,CALL,6.0,2026-02-20,PCAR3,CALL,3.09
PCARN60,PUT,6.0,2026-02-20,PCAR3,PUT,3.09
PCARB700,CALL,7.0,2026-02-20,PCAR3,CALL,3.09
PCARN700,PUT,7.0,2026-02-20,PCAR3,PUT,3.09
PCARB800,CALL,8.0,2026-02-20,PCAR3,CALL,3.09
PCARN800,PUT,8.0,2026-02-20,PCAR3,PUT,3.09
PCARD50,CALL,5.0,2026-04-17,PCAR3,CALL,3.09
PCARP50,PUT,5.0,2026-04-17,PCAR3,PUT,3.09
PCARD60,CALL,6.0,2026-04-17,PCAR3,CALL,3.09
PCARP60,PUT,6.0,2026-04-17,PCAR3,PUT,3.09
PCARD700,CALL,7.0,2026-04-17,PCAR3,CALL,3.09
PCARP700,PUT,7.0,2026-04-17,PCAR3,PUT,3.09
VAMOE593,CALL,5.93,2024-05-17,VAMO3,CALL,8.42
VAMOQ593,PUT,5.93,2024-05-17,VAMO3,PUT,8.42
VAMOE693,CALL,6.93,2024-05-17,VAMO3,CALL,8.42
