symbol,category,strike,due_date,ativo_alvo,type,close
PCARG220,CALL,22,2024-07-19,PCAR99,CALL,14.52
PCARS220,PUT,22,2024-07-19,PCAR99,PUT,14.52
PCARG240,CALL,24,2024-07-19,PCAR99,CALL,14.52
PCARS240,PUT,24,2024-07-19,PCAR99,PUT,14.52
PCARG260,CALL,26,2024-07-19,PCAR99,CALL,14.52
PCARS260,PUT,26,2024-07-19,PCAR99,PUT,14.52
XBOVE110,CALL,110,2024-05-17,XBOV11,CALL,125.69
XBOVQ110,PUT,110,2024-05-17,XBOV11,PUT,125.69
XBOVF125,CALL,125,2024-06-21,XBOV11,CALL,125.69
XBOVR125,PUT,125,2024-06-21,XBOV11,PUT,125.69
XBOVF126,CALL,126,2024-06-21,XBOV11,CALL,125.69
XBOVR126,PUT,126,2024-06-21,XBOV11,PUT,125.69
XBOVF127,CALL,127,2024-06-21,XBOV11,CALL,125.69
XBOVR127,PUT,127,2024-06-21,XBOV11,PUT,125.69
XBOVF128,CALL,128,2024-06-21,XBOV11,CALL,125.69
XBOVR128,PUT,128,2024-06-21,XBOV11,PUT,125.69
XBOVG125,CALL,125,2024-07-19,XBOV11,CALL,125.69
XBOVS125,PUT,125,2024-07-19,XBOV11,PUT,125.69
XBOVG126,CALL,126,2024-07-19,XBOV11,CALL,125.69
XBOVS126,PUT,126,2024-07-19,XBOV11,PUT,125.69
XBOVG127,CALL,127,2024-07-19,XBOV11,CALL,125.69
XBOVS127,PUT,127,2024-07-19,XBOV11,PUT,125.69
XBOVG128,CALL,128,2024-07-19,XBOV11,CALL,125.69
XBOVS128,PUT,128,2024-07-19,XBOV11,PUT,125.69
BOVBE126,CALL,126,2024-05-17,BOVB11,CALL,129.93
BOVBQ126,PUT,126,2024-05-17,BOVB11,PUT,129.93
BOVBE128,CALL,128,2024-05-17,BOVB11,CALL,129.93
BOVBQ128,PUT,128,2024-05-17,BOVB11,PUT,129.93
BOVBE130,CALL,130,2024-05-17,BOVB11,CALL,129.93
BOVBQ130,PUT,130,2024-05-17,BOVB11,PUT,129.93
BOVBE132,CALL,132,2024-05-17,BOVB11,CALL,129.93
BOVBQ132,PUT,132,2024-05-17,BOVB11,PUT,129.93
BOVBE134,CALL,134,2024-05-17,BOVB11,CALL,129.93
BOVBQ134,PUT,134,2024-05-17,BOVB11,PUT,129.93
BOVBF114,CALL,114,2024-06-21,BOVB11,CALL,129.93
BOVBR114,PUT,114,2024-06-21,BOVB11,PUT,129.93
BOVBF118,CALL,118,2024-06-21,BOVB11,CALL,129.93
BOVBR118,PUT,118,2024-06-21,BOVB11,PUT,129.93
BOVBF122,CALL,122,2024-06-21,BOVB11,CALL,129.93
BOVBR122,PUT,122,2024-06-21,BOVB11,PUT,129.93
BOVBF126,CALL,126,2024-06-21,BOVB11,CALL,129.93
BOVBR126,PUT,126,2024-06-21,BOVB11,PUT,129.93
BOVBF130,CALL,130,2024-06-21,BOVB11,CALL,129.93
BOVBR130,PUT,130,2024-06-21,BOVB11,PUT,129.93
BOVBF134,CALL,134,2024-06-21,BOVB11,CALL,129.93
BOVBR134,PUT,134,2024-06-21,BOVB11,PUT,129.93
BOVBF138,CALL,138,2024-06-21,BOVB11,CALL,129.93
BOVBR138,PUT,138,2024-06-21,BOVB11,PUT,129.93
BOVBF142,CALL,142,2024-06-21,BOVB11,CALL,129.93
BOVBR142,PUT,142,2024-06-21,BOVB11,PUT,129.93
BOVBF146,CALL,146,2024-06-21,BOVB11,CALL,129.93
BOVBR146,PUT,146,2024-06-21,BOVB11,PUT,129.93
BOVBF150,CALL,150,2024-06-21,BOVB11,CALL,129.93
BOVBR150,PUT,150,2024-06-21,BOVB11,PUT,129.93
BOVBG126,CALL,126,2024-07-19,BOVB11,CALL,129.93
BOVBS126,PUT,126,2024-07-19,BOVB11,PUT,129.93
BOVBG128,CALL,128,2024-07-19,BOVB11,CALL,129.93
BOVBS128,PUT,128,2024-07-19,BOVB11,PUT,129.93
BOVBG130,CALL,130,2024-07-19,BOVB11,CALL,129.93
BOVBS130,PUT,130,2024-07-19,BOVB11,PUT,129.93
BOVBG132,CALL,132,2024-07-19,BOVB11,CALL,129.93
BOVBS132,PUT,132,2024-07-19,BOVB11,PUT,129.93
BOVBG134,CALL,134,2024-07-19,BOVB11,CALL,129.93
BOVBS134,PUT,134,2024-07-19,BOVB11,PUT,129.93
BOVBK141,CALL,141,2024-11-14,BOVB11,CALL,129.93
BOVBW141,PUT,141,2024-11-14,BOVB11,PUT,129.93
PIBBE210,CALL,210,2024-05-17,PIBB11,CALL,225.11
PIBBQ210,PUT,210,2024-05-17,PIBB11,PUT,225.11
PIBBF210,CALL,210,2024-06-21,PIBB11,CALL,225.11
PIBBR210,PUT,210,2024-06-21,PIBB11,PUT,225.11
PIBBG210,CALL,210,2024-07-19,PIBB11,CALL,225.11
PIBBS210,PUT,210,2024-07-19,PIBB11,PUT,225.11
BRAXE108,CALL,108,2024-05-17,BRAX11,CALL,106.92
BRAXQ108,PUT,108,2024-05-17,BRAX11,PUT,106.92
BRAXF950,CALL,95,2024-06-21,BRAX11,CALL,106.92
BRAXR950,PUT,95,2024-06-21,BRAX11,PUT,106.92
BRAXF970,CALL,97,2024-06-21,BRAX11,CALL,106.92
BRAXR970,PUT,97,2024-06-21,BRAX11,PUT,106.92
BRAXF990,CALL,99,2024-06-21,BRAX11,CALL,106.92
BRAXR990,PUT,99,2024-06-21,BRAX11,PUT,106.92
BRAXF102,CALL,102,2024-06-21,BRAX11,CALL,106.92
BRAXR102,PUT,102,2024-06-21,BRAX11,PUT,106.92
BRAXF106,CALL,106,2024-06-21,BRAX11,CALL,106.92
BRAXR106,PUT,106,2024-06-21,BRAX11,PUT,106.92
BRAXF110,CALL,110,2024-06-21,BRAX11,CALL,106.92
BRAXR110,PUT,110,2024-06-21,BRAX11,PUT,106.92
BRAXF114,CALL,114,2024-06-21,BRAX11,CALL,106.92
BRAXR114,PUT,114,2024-06-21,BRAX11,PUT,106.92
BRAXF118,CALL,118,2024-06-21,BRAX11,CALL,106.92
BRAXR118,PUT,118,2024-06-21,BRAX11,PUT,106.92
BRAXF122,CALL,122,2024-06-21,BRAX11,CALL,106.92
BRAXR122,PUT,122,2024-06-21,BRAX11,PUT,106.92
BRAXF126,CALL,126,2024-06-21,BRAX11,CALL,106.92
BRAXR126,PUT,126,2024-06-21,BRAX11,PUT,106.92
BRAXG108,CALL,108,2024-07-19,BRAX11,CALL,106.92
BRAXS108,PUT,108,2024-07-19,BRAX11,PUT,106.92
PYPLE155,CALL,15.5,2024-05-17,PYPL34,CALL,16.43
PYPLQ155,PUT,15.5,2024-05-17,PYPL34,PUT,16.43
PYPLE160,CALL,16.0,2024-05-17,PYPL34,CALL,16.43
PYPLQ160,PUT,16.0,2024-05-17,PYPL34,PUT,16.43
PYPLE165,CALL,16.5,2024-05-17,PYPL34,CALL,16.43
PYPLQ165,PUT,16.5,2024-05-17,PYPL34,PUT,16.43
PYPLE175,CALL,17.5,2024-05-17,PYPL34,CALL,16.43
PYPLQ175,PUT,17.5,2024-05-17,PYPL34,PUT,16.43
PYPLE180,CALL,18.0,2024-05-17,PYPL34,CALL,16.43
PYPLQ180,PUT,18.0,2024-05-17,PYPL34,PUT,16.43
PYPLF162,CALL,16.25,2024-06-21,PYPL34,CALL,16.43
PYPLR162,PUT,16.25,2024-06-21,PYPL34,PUT,16.43
PYPLF165,CALL,16.5,2024-06-21,PYPL34,CALL,16.43
PYPLR165,PUT,16.5,2024-06-21,PYPL34,PUT,16.43
PYPLF167,CALL,16.75,2024-06-21,PYPL34,CALL,16.43
PYPLR167,PUT,16.75,2024-06-21,PYPL34,PUT,16.43
PYPLG162,CALL,16.25,2024-07-19,PYPL34,CALL,16.43
PYPLS162,PUT,16.25,2024-07-19,PYPL34,PUT,16.43
PYPLG165,CALL,16.5,2024-07-19,PYPL34,CALL,16.43
PYPLS165,PUT,16.5,2024-07-19,PYPL34,PUT,16.43
PYPLG167,CALL,16.75,2024-07-19,PYPL34,CALL,16.43
PYPLS167,PUT,16.75,2024-07-19,PYPL34,PUT,16.43
LOGNE355,CALL,35.5,2024-05-17,LOGN3,CALL,38.75
LOGNQ355,PUT,35.5,2024-05-17,LOGN3,PUT,38.75
LOGNE360,CALL,36.0,2024-05-17,LOGN3,CALL,38.75
LOGNQ360,PUT,36.0,2024-05-17,LOGN3,PUT,38.75
LOGNE365,CALL,36.5,2024-05-17,LOGN3,CALL,38.75
LOGNQ365,PUT,36.5,2024-05-17,LOGN3,PUT,38.75
LOGNE380,CALL,38.0,2024-05-17,LOGN3,CALL,38.75
LOGNQ380,PUT,38.0,2024-05-17,LOGN3,PUT,38.75
LOGNE390,CALL,39.0,2024-05-17,LOGN3,CALL,38.75
LOGNQ390,PUT,39.0,2024-05-17,LOGN3,PUT,38.75
LOGNE400,CALL,40.0,2024-05-17,LOGN3,CALL,38.75
LOGNQ400,PUT,40.0,2024-05-17,LOGN3,PUT,38.75
LOGNE405,CALL,40.5,2024-05-17,LOGN3,CALL,38.75
LOGNQ405,PUT,40.5,2024-05-17,LOGN3,PUT,38.75
LOGNE415,CALL,41.5,2024-05-17,LOGN3,CALL,38.75
LOGNQ415,PUT,41.5,2024-05-17,LOGN3,PUT,38.75
LOGNE420,CALL,42.0,2024-05-17,LOGN3,CALL,38.75
LOGNQ420,PUT,42.0,2024-05-17,LOGN3,PUT,38.75
LOGNF400,CALL,40.0,2024-06-21,LOGN3,CALL,38.75
LOGNR400,PUT,40.0,2024-06-21,LOGN3,PUT,38.75
LOGNF402,CALL,40.25,2024-06-21,LOGN3,CALL,38.75
LOGNR402,PUT,40.25,2024-06-21,LOGN3,PUT,38.75
LOGNG400,CALL,40.0,2024-07-19,LOGN3,CALL,38.75
LOGNS400,PUT,40.0,2024-07-19,LOGN3,PUT,38.75
LOGNG402,CALL,40.25,2024-07-19,LOGN3,CALL,38.75
LOGNS402,PUT,40.25,2024-07-19,LOGN3,PUT,38.75
NFLXE395,CALL,39.5,2024-05-17,NFLX34,CALL,62.89
NFLXQ395,PUT,39.5,2024-05-17,NFLX34,PUT,62.89
NFLXE565,CALL,56.5,2024-05-17,NFLX34,CALL,62.89
NFLXQ565,PUT,56.5,2024-05-17,NFLX34,PUT,62.89
NFLXE575,CALL,57.5,2024-05-17,NFLX34,CALL,62.89
NFLXQ575,PUT,57.5,2024-05-17,NFLX34,PUT,62.89
NFLXE585,CALL,58.5,2024-05-17,NFLX34,CALL,62.89
NFLXQ585,PUT,58.5,2024-05-17,NFLX34,PUT,62.89
NFLXE595,CALL,59.5,2024-05-17,NFLX34,CALL,62.89
NFLXQ595,PUT,59.5,2024-05-17,NFLX34,PUT,62.89
NFLXE605,CALL,60.5,2024-05-17,NFLX34,CALL,62.89
NFLXQ605,PUT,60.5,2024-05-17,NFLX34,PUT,62.89
NFLXE615,CALL,61.5,2024-05-17,NFLX34,CALL,62.89
NFLXQ615,PUT,61.5,2024-05-17,NFLX34,PUT,62.89
NFLXE625,CALL,62.5,2024-05-17,NFLX34,CALL,62.89
NFLXQ625,PUT,62.5,2024-05-17,NFLX34,PUT,62.89
NFLXE635,CALL,63.5,2024-05-17,NFLX34,CALL,62.89
NFLXQ635,PUT,63.5,2024-05-17,NFLX34,PUT,62.89
NFLXE645,CALL,64.5,2024-05-17,NFLX34,CALL,62.89
NFLXQ645,PUT,64.5,2024-05-17,NFLX34,PUT,62.89
NFLXF630,CALL,63.0,2024-06-21,NFLX34,CALL,62.89
NFLXR630,PUT,63.0,2024-06-21,NFLX34,PUT,62.89
NFLXF635,CALL,63.5,2024-06-21,NFLX34,CALL,62.89
NFLXR635,PUT,63.5,2024-06-21,NFLX34,PUT,62.89
NFLXF640,CALL,64.0,2024-06-21,NFLX34,CALL,62.89
NFLXR640,PUT,64.0,2024-06-21,NFLX34,PUT,62.89
NFLXG630,CALL,63.0,2024-07-19,NFLX34,CALL,62.89
NFLXS630,PUT,63.0,2024-07-19,NFLX34,PUT,62.89
NFLXG635,CALL,63.5,2024-07-19,NFLX34,CALL,62.89
NFLXS635,PUT,63.5,2024-07-19,NFLX34,PUT,62.89
NFLXG640,CALL,64.0,2024-07-19,NFLX34,CALL,62.89
NFLXS640,PUT,64.0,2024-07-19,NFLX34,PUT,62.89
NFLXB585,CALL,58.5,2025-02-21,NFLX34,CALL,62.89
NFLXN585,PUT,58.5,2025-02-21,NFLX34,PUT,62.89
NFLXB595,CALL,59.5,2025-02-21,NFLX34,CALL,62.89
NFLXN595,PUT,59.5,2025-02-21,NFLX34,PUT,62.89
NFLXB605,CALL,60.5,2025-02-21,NFLX34,CALL,62.89
NFLXN605,PUT,60.5,2025-02-21,NFLX34,PUT,62.89
SPXIE280,CALL,280,2024-05-17,SPXI11,CALL,294.45
SPXIQ280,PUT,280,2024-05-17,SPXI11,PUT,294.45
SPXIF285,CALL,285,2024-06-21,SPXI11,CALL,294.45
SPXIR285,PUT,285,2024-06-21,SPXI11,PUT,294.45
SPXIF290,CALL,290,2024-06-21,SPXI11,CALL,294.45
SPXIR290,PUT,290,2024-06-21,SPXI11,PUT,294.45
SPXIF295,CALL,295,2024-06-21,SPXI11,CALL,294.45
SPXIR295,PUT,295,2024-06-21,SPXI11,PUT,294.45
SPXIG285,CALL,285,2024-07-19,SPXI11,CALL,294.45
SPXIS285,PUT,285,2024-07-19,SPXI11,PUT,294.45
SPXIG290,CALL,290,2024-07-19,SPXI11,CALL,294.45
SPXIS290,PUT,290,2024-07-19,SPXI11,PUT,294.45
SPXIG295,CALL,295,2024-07-19,SPXI11,CALL,294.45
SPXIS295,PUT,295,2024-07-19,SPXI11,PUT,294.45
TCSAE140,CALL,1.4,2024-05-17,TCSA3,CALL,2.44
TCSAQ140,PUT,1.4,2024-05-17,TCSA3,PUT,2.44
TCSAE260,CALL,2.6,2024-05-17,TCSA3,CALL,2.44
TCSAQ260,PUT,2.6,2024-05-17,TCSA3,PUT,2.44
TCSAE270,CALL,2.7,2024-05-17,TCSA3,CALL,2.44
TCSAQ270,PUT,2.7,2024-05-17,TCSA3,PUT,2.44
TCSAE280,CALL,2.8,2024-05-17,TCSA3,CALL,2.44
TCSAQ280,PUT,2.8,2024-05-17,TCSA3,PUT,2.44
TCSAE290,CALL,2.9,2024-05-17,TCSA3,CALL,2.44
TCSAQ290,PUT,2.9,2024-05-17,TCSA3,PUT,2.44
TCSAE300,CALL,3.0,2024-05-17,TCSA3,CALL,2.44
TCSAQ300,PUT,3.0,2024-05-17,TCSA3,PUT,2.44
TCSAE310,CALL,3.1,2024-05-17,TCSA3,CALL,2.44
TCSAQ310,PUT,3.1,2024-05-17,TCSA3,PUT,2.44
TCSAE320,CALL,3.2,2024-05-17,TCSA3,CALL,2.44
TCSAQ320,PUT,3.2,2024-05-17,TCSA3,PUT,2.44
TCSAE330,CALL,3.3,2024-05-17,TCSA3,CALL,2.44
TCSAQ330,PUT,3.3,2024-05-17,TCSA3,PUT,2.44
TCSAE340,CALL,3.4,2024-05-17,TCSA3,CALL,2.44
TCSAQ340,PUT,3.4,2024-05-17,TCSA3,PUT,2.44
TCSAE350,CALL,3.5,2024-05-17,TCSA3,CALL,2.44
TCSAQ350,PUT,3.5,2024-05-17,TCSA3,PUT,2.44
TCSAF249,CALL,2.5,2024-06-21,TCSA3,CALL,2.44
TCSAR249,PUT,2.5,2024-06-21,TCSA3,PUT,2.44
TCSAF255,CALL,2.55,2024-06-21,TCSA3,CALL,2.44
TCSAR255,PUT,2.55,2024-06-21,TCSA3,PUT,2.44
TCSAF260,CALL,2.6,2024-06-21,TCSA3,CALL,2.44
TCSAR260,PUT,2.6,2024-06-21,TCSA3,PUT,2.44
TCSAG249,CALL,2.5,2024-07-19,TCSA3,CALL,2.44
TCSAS249,PUT,2.5,2024-07-19,TCSA3,PUT,2.44
TCSAG255,CALL,2.55,2024-07-19,TCSA3,CALL,2.44
TCSAS255,PUT,2.55,2024-07-19,TCSA3,PUT,2.44
TCSAG260,CALL,2.6,2024-07-19,TCSA3,CALL,2.44
TCSAS260,PUT,2.6,2024-07-19,TCSA3,PUT,2.44
TCSAD400,CALL,4.0,2025-04-17,TCSA3,CALL,2.44
TCSAP400,PUT,4.0,2025-04-17,TCSA3,PUT,2.44
AAPLE423,CALL,42.34,2024-05-17,AAPL34,CALL,48.66
AAPLQ423,PUT,42.34,2024-05-17,AAPL34,PUT,48.66
AAPLE433,CALL,43.34,2024-05-17,AAPL34,CALL,48.66
AAPLQ433,PUT,43.34,2024-05-17,AAPL34,PUT,48.66
AAPLE440,CALL,43.84,2024-05-17,AAPL34,CALL,48.66
AAPLQ440,PUT,43.84,2024-05-17,AAPL34,PUT,48.66
AAPLE443,CALL,44.34,2024-05-17,AAPL34,CALL,48.66
AAPLQ443,PUT,44.34,2024-05-17,AAPL34,PUT,48.66
AAPLE453,CALL,45.34,2024-05-17,AAPL34,CALL,48.66
AAPLQ453,PUT,45.34,2024-05-17,AAPL34,PUT,48.66
AAPLE458,CALL,45.84,2024-05-17,AAPL34,CALL,48.66
AAPLQ458,PUT,45.84,2024-05-17,AAPL34,PUT,48.66
AAPLE463,CALL,46.34,2024-05-17,AAPL34,CALL,48.66
AAPLQ463,PUT,46.34,2024-05-17,AAPL34,PUT,48.66
AAPLE468,CALL,46.84,2024-05-17,AAPL34,CALL,48.66
AAPLQ468,PUT,46.84,2024-05-17,AAPL34,PUT,48.66
AAPLE478,CALL,47.84,2024-05-17,AAPL34,CALL,48.66
AAPLQ478,PUT,47.84,2024-05-17,AAPL34,PUT,48.66
AAPLF480,CALL,48.0,2024-06-21,AAPL34,CALL,48.66
AAPLR480,PUT,48.0,2024-06-21,AAPL34,PUT,48.66
AAPLF482,CALL,48.25,2024-06-21,AAPL34,CALL,48.66
AAPLR482,PUT,48.25,2024-06-21,AAPL34,PUT,48.66
AAPLG480,CALL,48.0,2024-07-19,AAPL34,CALL,48.66
AAPLS480,PUT,48.0,2024-07-19,AAPL34,PUT,48.66
AAPLG482,CALL,48.25,2024-07-19,AAPL34,CALL,48.66
AAPLS482,PUT,48.25,2024-07-19,AAPL34,PUT,48.66
MSFTE680,CALL,67.6,2024-05-17,MSFT34,CALL,89.85
MSFTQ680,PUT,67.6,2024-05-17,MSFT34,PUT,89.85
MSFTE798,CALL,79.6,2024-05-17,MSFT34,CALL,89.85
MSFTQ798,PUT,79.6,2024-05-17,MSFT34,PUT,89.85
MSFTE837,CALL,83.6,2024-05-17,MSFT34,CALL,89.85
MSFTQ837,PUT,83.6,2024-05-17,MSFT34,PUT,89.85
MSFTE847,CALL,84.6,2024-05-17,MSFT34,CALL,89.85
MSFTQ847,PUT,84.6,2024-05-17,MSFT34,PUT,89.85
MSFTE852,CALL,85.1,2024-05-17,MSFT34,CALL,89.85
MSFTQ852,PUT,85.1,2024-05-17,MSFT34,PUT,89.85
MSFTE857,CALL,85.6,2024-05-17,MSFT34,CALL,89.85
MSFTQ857,PUT,85.6,2024-05-17,MSFT34,PUT,89.85
MSFTE867,CALL,86.6,2024-05-17,MSFT34,CALL,89.85
MSFTQ867,PUT,86.6,2024-05-17,MSFT34,PUT,89.85
MSFTE877,CALL,87.6,2024-05-17,MSFT34,CALL,89.85
MSFTQ877,PUT,87.6,2024-05-17,MSFT34,PUT,89.85
MSFTE887,CALL,88.6,2024-05-17,MSFT34,CALL,89.85
MSFTQ887,PUT,88.6,2024-05-17,MSFT34,PUT,89.85
MSFTE897,CALL,89.6,2024-05-17,MSFT34,CALL,89.85
MSFTQ897,PUT,89.6,2024-05-17,MSFT34,PUT,89.85
MSFTF885,CALL,88.39,2024-06-21,MSFT34,CALL,89.85
MSFTR885,PUT,88.39,2024-06-21,MSFT34,PUT,89.85
MSFTF890,CALL,88.89,2024-06-21,MSFT34,CALL,89.85
MSFTR890,PUT,88.89,2024-06-21,MSFT34,PUT,89.85
MSFTF895,CALL,89.39,2024-06-21,MSFT34,CALL,89.85
MSFTR895,PUT,89.39,2024-06-21,MSFT34,PUT,89.85
MSFTG885,CALL,88.39,2024-07-19,MSFT34,CALL,89.85
MSFTS885,PUT,88.39,2024-07-19,MSFT34,PUT,89.85
MSFTG890,CALL,88.89,2024-07-19,MSFT34,CALL,89.85
MSFTS890,PUT,88.89,2024-07-19,MSFT34,PUT,89.85
MSFTG895,CALL,89.39,2024-07-19,MSFT34,CALL,89.85
MSFTS895,PUT,89.39,2024-07-19,MSFT34,PUT,89.85
MSFTH855,CALL,85.39,2024-08-16,MSFT34,CALL,89.85
MSFTT855,PUT,85.39,2024-08-16,MSFT34,PUT,89.85
MSFTB900,CALL,89.89,2025-02-21,MSFT34,CALL,89.85
MSFTN900,PUT,89.89,2025-02-21,MSFT34,PUT,89.85
M1TAE480,CALL,47.94,2024-05-17,M1TA34,CALL,86.97
M1TAQ480,PUT,47.94,2024-05-17,M1TA34,PUT,86.97
M1TAF100,CALL,99.94,2024-06-21,M1TA34,CALL,86.97
M1TAR100,PUT,99.94,2024-06-21,M1TA34,PUT,86.97
M1TAG860,CALL,86.0,2024-07-19,M1TA34,CALL,86.97
M1TAS860,PUT,86.0,2024-07-19,M1TA34,PUT,86.97
M1TAG865,CALL,86.5,2024-07-19,M1TA34,CALL,86.97
M1TAS865,PUT,86.5,2024-07-19,M1TA34,PUT,86.97
M1TAG870,CALL,87.0,2024-07-19,M1TA34,CALL,86.97
M1TAS870,PUT,87.0,2024-07-19,M1TA34,PUT,86.97
M1TAG995,CALL,99.5,2024-07-19,M1TA34,CALL,86.97
M1TAS995,PUT,99.5,2024-07-19,M1TA34,PUT,86.97
M1TAG100,CALL,100.0,2024-07-19,M1TA34,CALL,86.97
M1TAS100,PUT,100.0,2024-07-19,M1TA34,PUT,86.97
M1TAC145,CALL,145.0,2025-03-21,M1TA34,CALL,86.97
M1TAO145,PUT,145.0,2025-03-21,M1TA34,PUT,86.97
LOGGE200,CALL,19.3,2024-05-17,LOGG3,CALL,22.97
LOGGQ200,PUT,19.3,2024-05-17,LOGG3,PUT,22.97
LOGGE205,CALL,19.8,2024-05-17,LOGG3,CALL,22.97
LOGGQ205,PUT,19.8,2024-05-17,LOGG3,PUT,22.97
LOGGE210,CALL,20.3,2024-05-17,LOGG3,CALL,22.97
LOGGQ210,PUT,20.3,2024-05-17,LOGG3,PUT,22.97
LOGGE213,CALL,21.3,2024-05-17,LOGG3,CALL,22.97
LOGGQ213,PUT,21.3,2024-05-17,LOGG3,PUT,22.97
LOGGE223,CALL,22.3,2024-05-17,LOGG3,CALL,22.97
LOGGQ223,PUT,22.3,2024-05-17,LOGG3,PUT,22.97
LOGGE233,CALL,23.3,2024-05-17,LOGG3,CALL,22.97
LOGGQ233,PUT,23.3,2024-05-17,LOGG3,PUT,22.97
LOGGE243,CALL,24.3,2024-05-17,LOGG3,CALL,22.97
LOGGQ243,PUT,24.3,2024-05-17,LOGG3,PUT,22.97
LOGGF220,CALL,22.0,2024-06-21,LOGG3,CALL,22.97
LOGGR220,PUT,22.0,2024-06-21,LOGG3,PUT,22.97
LOGGF222,CALL,22.25,2024-06-21,LOGG3,CALL,22.97
LOGGR222,PUT,22.25,2024-06-21,LOGG3,PUT,22.97
LOGGF225,CALL,22.5,2024-06-21,LOGG3,CALL,22.97
LOGGR225,PUT,22.5,2024-06-21,LOGG3,PUT,22.97
LOGGG187,CALL,18.0,2024-07-19,LOGG3,CALL,22.97
LOGGS187,PUT,18.0,2024-07-19,LOGG3,PUT,22.97
LOGGI19,CALL,18.32,2024-09-20,LOGG3,CALL,22.97
LOGGU19,PUT,18.32,2024-09-20,LOGG3,PUT,22.97
LOGGJ19,CALL,18.32,2024-10-18,LOGG3,CALL,22.97
LOGGV19,PUT,18.32,2024-10-18,LOGG3,PUT,22.97
LOGGK150,CALL,14.32,2024-11-14,LOGG3,CALL,22.97
LOGGW150,PUT,14.32,2024-11-14,LOGG3,PUT,22.97
LOGGK152,CALL,14.57,2024-11-14,LOGG3,CALL,22.97
LOGGW152,PUT,14.57,2024-11-14,LOGG3,PUT,22.97
LOGGK155,CALL,14.82,2024-11-14,LOGG3,CALL,22.97
LOGGW155,PUT,14.82,2024-11-14,LOGG3,PUT,22.97
LOGGK157,CALL,15.07,2024-11-14,LOGG3,CALL,22.97
LOGGW157,PUT,15.07,2024-11-14,LOGG3,PUT,22.97
LOGGK16,CALL,15.32,2024-11-14,LOGG3,CALL,22.97
LOGGW16,PUT,15.32,2024-11-14,LOGG3,PUT,22.97
LOGGK162,CALL,15.57,2024-11-14,LOGG3,CALL,22.97
LOGGW162,PUT,15.57,2024-11-14,LOGG3,PUT,22.97
LOGGK164,CALL,15.82,2024-11-14,LOGG3,CALL,22.97
LOGGW164,PUT,15.82,2024-11-14,LOGG3,PUT,22.97
LOGGK167,CALL,16.07,2024-11-14,LOGG3,CALL,22.97
LOGGW167,PUT,16.07,2024-11-14,LOGG3,PUT,22.97
LOGGK17,CALL,16.32,2024-11-14,LOGG3,CALL,22.97
LOGGW17,PUT,16.32,2024-11-14,LOGG3,PUT,22.97
LOGGK172,CALL,16.57,2024-11-14,LOGG3,CALL,22.97
LOGGW172,PUT,16.57,2024-11-14,LOGG3,PUT,22.97
LOGGK174,CALL,16.82,2024-11-14,LOGG3,CALL,22.97
LOGGW174,PUT,16.82,2024-11-14,LOGG3,PUT,22.97
LOGGK177,CALL,17.07,2024-11-14,LOGG3,CALL,22.97
LOGGW177,PUT,17.07,2024-11-14,LOGG3,PUT,22.97
LOGGK18,CALL,17.32,2024-11-14,LOGG3,CALL,22.97
LOGGW18,PUT,17.32,2024-11-14,LOGG3,PUT,22.97
LOGGK182,CALL,17.57,2024-11-14,LOGG3,CALL,22.97
LOGGW182,PUT,17.57,2024-11-14,LOGG3,PUT,22.97
LOGGK184,CALL,17.82,2024-11-14,LOGG3,CALL,22.97
LOGGW184,PUT,17.82,2024-11-14,LOGG3,PUT,22.97
LOGGK187,CALL,18.07,2024-11-14,LOGG3,CALL,22.97
LOGGW187,PUT,18.07,2024-11-14,LOGG3,PUT,22.97
LOGGK19,CALL,18.32,2024-11-14,LOGG3,CALL,22.97
LOGGW19,PUT,18.32,2024-11-14,LOGG3,PUT,22.97
LOGGK192,CALL,18.57,2024-11-14,LOGG3,CALL,22.97
LOGGW192,PUT,18.57,2024-11-14,LOGG3,PUT,22.97
LOGGK189,CALL,18.82,2024-11-14,LOGG3,CALL,22.97
LOGGW189,PUT,18.82,2024-11-14,LOGG3,PUT,22.97
LOGGK197,CALL,19.07,2024-11-14,LOGG3,CALL,22.97
LOGGW197,PUT,19.07,2024-11-14,LOGG3,PUT,22.97
LOGGK200,CALL,19.32,2024-11-14,LOGG3,CALL,22.97
LOGGW200,PUT,19.32,2024-11-14,LOGG3,PUT,22.97
LOGGK202,CALL,19.57,2024-11-14,LOGG3,CALL,22.97
LOGGW202,PUT,19.57,2024-11-14,LOGG3,PUT,22.97
LOGGK205,CALL,19.82,2024-11-14,LOGG3,CALL,22.97
LOGGW205,PUT,19.82,2024-11-14,LOGG3,PUT,22.97
LOGGK207,CALL,20.07,2024-11-14,LOGG3,CALL,22.97
LOGGW207,PUT,20.07,2024-11-14,LOGG3,PUT,22.97
LOGGK210,CALL,20.32,2024-11-14,LOGG3,CALL,22.97
LOGGW210,PUT,20.32,2024-11-14,LOGG3,PUT,22.97
LOGGK212,CALL,20.57,2024-11-14,LOGG3,CALL,22.97
LOGGW212,PUT,20.57,2024-11-14,LOGG3,PUT,22.97
LOGGK215,CALL,20.82,2024-11-14,LOGG3,CALL,22.97
LOGGW215,PUT,20.82,2024-11-14,LOGG3,PUT,22.97
LOGGK217,CALL,21.07,2024-11-14,LOGG3,CALL,22.97
LOGGW217,PUT,21.07,2024-11-14,LOGG3,PUT,22.97
